alpha,probability_mass
0.0,0.002679761701010252
0.00020278390113560453,0.0027085046705246033
0.00040556780227120906,0.0027369595693847067
0.0006083517034068136,0.0027651166306174317
0.0008111356045424181,0.0027929664492861088
0.0010139195056780227,0.0028204999939220416
0.0012167034068136272,0.0028477086172244434
0.0014194873079492317,0.002874584066000936
0.0016222712090848362,0.0029011184903209074
0.0018250551102204408,0.0029273044518583658
0.0020278390113560455,0.0029531349314002183
0.0022306229124916498,0.002978603335499936
0.0024334068136272545,0.0030037035022565392
0.0026361907147628588,0.0030284297062031025
0.0028389746158984635,0.0030527766622887344
0.0030417585170340678,0.0030767395289427245
0.0032445424181696725,0.0031003139102090587
0.0034473263193052772,0.0031234958569445765
0.0036501102204408815,0.0031462818670735418
0.0038528941215764862,0.0031686688848967122
0.004055678022712091,0.0031906542994523212
0.004258461923847695,0.003212235941931597
0.0044612458249832995,0.003233412082151979
0.004664029726118904,0.0032541814240938044
0.004866813627254509,0.0032745431005104637
0.005069597528390113,0.0032944966666212517
0.0052723814295257175,0.0033140420929019783
0.005475165330661323,0.003333179756987925
0.005677949231796927,0.0033519104347082655
0.005880733132932531,0.0033702352902715946
0.0060835170340681356,0.003388155865625995
0.006286300935203741,0.0034056740690182443
0.006489084836339345,0.003422792162779669
0.006691868737474949,0.0034395127503672016
0.0068946526386105544,0.0034558387626917753
0.007097436539746159,0.0034717734437670466
0.007300220440881763,0.003487320335713123
0.007503004342017367,0.0035024832631527325
0.0077057882431529725,0.0035172663170388832
0.007908572144288577,0.0035316738379528234
0.008111356045424182,0.0035457103989158987
0.008314139946559785,0.0035593807877568003
0.00851692384769539,0.00357268998907982
0.008719707748830996,0.0035856431658793297
0.008922491649966599,0.0035982456408465463
0.009125275551102204,0.0036105028774172957
0.009328059452237808,0.0036224204606078755
0.009530843353373413,0.0036340040776892736
0.009733627254509018,0.0036452594987483444
0.009936411155644621,0.0036561925571861
0.010139195056780227,0.0036668091302041175
0.010341978957915832,0.003677115119328164
0.010544762859051435,0.0036871164310203542
0.01074754676018704,0.0036968189574293825
0.010950330661322645,0.003706228557329614
0.011153114562458249,0.0037153510372974377
0.011355898463593854,0.003724192133174354
0.011558682364729459,0.003732757491865383
0.011761466265865063,0.0037410526535191905
0.011964250167000668,0.0037490830341378846
0.012167034068136271,0.0037568539086596086
0.012369817969271876,0.003764370394560825
0.012572601870407481,0.0037716374360185607
0.012775385771543085,0.0037786597886753912
0.01297816967267869,0.0037854420050464107
0.013180953573814295,0.0037919884206069876
0.013383737474949899,0.0037983031405955676
0.013586521376085504,0.003804390027568848
0.013789305277221109,0.0038102526897391426
0.013992089178356712,0.0038158944701253707
0.014194873079492317,0.00382131843654599
0.014397656980627921,0.00382652737247902
0.014600440881763526,0.0038315237688132863
0.014803224782899131,0.0038363098165118212
0.015006008684034735,0.003840887400205884
0.01520879258517034,0.003845258092736507
0.015411576486305945,0.0038494231506565786
0.015614360387441548,0.0038533835107047855
0.015817144288577153,0.0038571397872596727
0.01601992818971276,0.0038606922707801776
0.016222712090848364,0.0038640409272351337
0.016425495991983965,0.0038671853985226207
0.01662827989311957,0.0038701250038771615
0.016831063794255176,0.0038728587422591676
0.01703384769539078,0.0038753852957201093
0.017236631596526386,0.0038777030337327815
0.01743941549766199,0.0038798100184737057
0.017642199398797593,0.003881704011043472
0.017844983299933198,0.003883382478605751
0.018047767201068803,0.00388484260242576
0.01825055110220441,0.003886081286785838
0.018453335003340014,0.003887095168751613
0.018656118904475615,0.0038878806287632735
0.01885890280561122,0.003888433802021236
0.019061686706746826,0.003888750590635494
0.01926447060788243,0.0038888266765041827
0.019467254509018036,0.003888657534886806
0.01967003841015364,0.0038882384486340882
0.019872822311289243,0.003887564523035668
0.020075606212424848,0.0038866307012452106
0.020278390113560453,0.0038854317802401125
0.020481174014696058,0.003883962427273416
0.020683957915831663,0.0038822171967713864
0.020886741816967265,0.003880190547633634
0.02108952571810287,0.0038778768608856077
0.021292309619238475,0.0038752704576383197
0.02149509352037408,0.0038723656173058627
0.021697877421509686,0.0038691565960312212
0.02190066132264529,0.00386563764527224
0.022103445223780892,0.003861803030496176
0.022306229124916498,0.003857647049934622
0.022509013026052103,0.003853164053346976
0.022711796927187708,0.0038483484607451323
0.022914580828323313,0.0038431947810259287
0.023117364729458918,0.0038376976304665238
0.02332014863059452,0.0038318517510303038
0.023522932531730125,0.0038256520284368047
0.02372571643286573,0.0038190935099488895
0.023928500334001335,0.003812171421829313
0.02413128423513694,0.003804881186422056
0.024334068136272542,0.003797218438814946
0.024536852037408147,0.0037891790430392247
0.024739635938543753,0.003780759107765477
0.024942419839679358,0.0037719550014556295
0.025145203740814963,0.003762763366933105
0.025347987641950568,0.0037531811353334176
0.02555077154308617,0.0037432055394012263
0.025753555444221775,0.0037328341261010506
0.02595633934535738,0.003722064768509548
0.026159123246492985,0.003710895676961425
0.02636190714762859,0.0036993254094221883
0.026564691048764192,0.003687352881062615
0.026767474949899797,0.003674977373012589
0.026970258851035402,0.0036621985402751516
0.027173042752171007,0.003649016418782296
0.027375826653306613,0.0036354314315770616
0.027578610554442218,0.0036214443941103755
0.02778139445557782,0.003607056518640123
0.027984178356713425,0.0035922694177269493
0.02818696225784903,0.003577085106819282
0.028389746158984635,0.003561506005925355
0.02859253006012024,0.0035455349403722574
0.028795313961255842,0.0035291751406526625
0.028998097862391447,0.0035124302413647697
0.029200881763527052,0.003495304279251059
0.029403665664662657,0.0034778016903463777
0.029606449565798262,0.0034599273062451046
0.029809233466933868,0.0034416863495025456
0.03001201736806947,0.0034230844281855502
0.030214801269205074,0.0034041275295910536
0.03041758517034068,0.003384822013152018
0.030620369071476285,0.0033651746025539025
0.03082315297261189,0.003345192377085176
0.031025936873747495,0.0033248827622479626
0.031228720774883097,0.0033042535196564048
0.031431504676018705,0.003283312736253522
0.03163428857715431,0.0032620688128753854
0.03183707247828991,0.0032405304521973773
0.03203985637942552,0.003218706646095061
0.03224264028056112,0.003196606662455491
0.03244542418169673,0.0031742400314749737
0.03264820808283233,0.0031516165314812374
0.03285099198396793,0.003128746174317796
0.03305377588510354,0.0031056391903298776
0.03325655978623914,0.003082306012992066
0.03345934368737475,0.0030587572632178196
0.03366212758851035,0.003035003733391721
0.03386491148964595,0.003011056371165954
0.03406769539078156,0.0029869262630623453
0.034270479291917164,0.0029626246179216974
0.03447326319305277,0.0029381627502413467
0.034676047094188374,0.0029135520634436924
0.03487883099532398,0.002888804033114982
0.035081614896459584,0.0028639301902569038
0.035284398797595186,0.0028389421045901396
0.035487182698730795,0.002813851367950097
0.035689966599866396,0.002788669577813437
0.035892750501002005,0.002763408320994322
0.036095534402137607,0.0027380791575466463
0.03629831830327321,0.0027126936049095066
0.03650110220440882,0.0026872631223304306
0.03670388610554442,0.0026617990956007967
0.03690667000668003,0.002636312822136133
0.03710945390781563,0.0026108154964324523
0.03731223780895123,0.002585318195928928
0.03751502171008684,0.0025598318673052682
0.03771780561122244,0.002534367313240937
0.03792058951235805,0.002508935179661267
0.03812337341349365,0.002483545943494363
0.03832615731462926,0.0024582099009609563
0.03852894121576486,0.0024329371564170595
0.03873172511690046,0.0024077376117682455
0.03893450901803607,0.0023826209564720754
0.03913729291917167,0.002357596658143461
0.03934007682030728,0.002332673953775808
0.039542860721442884,0.0023078618415897333
0.039745644622578485,0.0022831690735174107
0.039948428523714094,0.0022586041483310605
0.040151212424849696,0.002234175305420227
0.040353996325985304,0.002209890519222268
0.040556780227120906,0.002185757494306976
0.04075956412825651,0.002161783661116219
0.040962348029392116,0.00213797617235594
0.04116513193052772,0.002114341900037874
0.04136791583166333,0.0020908874331645433
0.04157069973279893,0.002067619076051886
0.04177348363393453,0.002044542847279791
0.04197626753507014,0.0020216644792608604
0.04217905143620574,0.0019989894184157713
0.04238183533734135,0.001976522825941729
0.04258461923847695,0.0019542695791595127
0.04278740313961256,0.0019322342734232852
0.04299018704074816,0.001910421224575722
0.04319297094188376,0.0018888344719301732
0.04339575484301937,0.0018674777817599098
0.04359853874415497,0.0018463546512746715
0.04380132264529058,0.0018254683130614336
0.04400410654642618,0.0018048217399683501
0.044206890447561785,0.0017844176504074976
0.044409674348697394,0.0017642585140526384
0.044612458249832995,0.0017443465579072555
0.044815242150968604,0.0017246837727173748
0.045018026052104206,0.0017052719197032898
0.04522080995323981,0.0016861125375841628
0.045423593854375416,0.0016672069498684923
0.04562637775551102,0.0016485562723840403
0.045829161656646626,0.0016301614210196564
0.04603194555778223,0.0016120231196525528
0.046234729458917836,0.0015941419082335208
0.04643751336005344,0.001576518151002824
0.04664029726118904,0.0015591520448106928
0.04684308116232465,0.0015420436275149173
0.04704586506346025,0.0015251927864297762
0.04724864896459586,0.0015085992668000588
0.04745143286573146,0.0014922626802747916
0.04765421676686706,0.0014761825133555694
0.04785700066800267,0.0014603581357952179
0.04805978456913827,0.0014447888089227775
0.04826256847027388,0.0014294736938718446
0.04846535237140948,0.0014144118596899628
0.048668136272545084,0.0013996022913073606
0.04887092017368069,0.0013850438973445646
0.049073704074816295,0.0013707355177388378
0.0492764879759519,0.0013566759311707756
0.049479271877087505,0.001342863862273188
0.04968205577822311,0.0013292979886052947
0.049884839679358715,0.001315976947376383
0.05008762358049432,0.0013028993419045294
0.050290407481629926,0.0012900637477961982
0.05049319138276553,0.0012774687188348117
0.050695975283901136,0.0012651127925662692
0.05089875918503674,0.0012529944955719204
0.05110154308617234,0.0012411123484191281
0.05130432698730795,0.0012294648702822417
0.05150711088844355,0.00121805058322685
0.05170989478957916,0.0012068680161518757
0.05191267869071476,0.0011959157083851887
0.05211546259185036,0.0011851922129294658
0.05231824649298597,0.0011746960993563767
0.05252103039412157,0.0011644259563479966
0.05272381429525718,0.0011543803938858718
0.05292659819639278,0.0011445580450889358
0.053129382097528384,0.001134957567702833
0.05333216599866399,0.0011255776452439464
0.053534949899799594,0.0011164169878029656
0.0537377338009352,0.001107474332513208
0.053940517702070805,0.0010987484436904334
0.05414330160320641,0.00109023811265163
0.054346085504342015,0.0010819421572208939
0.05454886940547762,0.001073859420932103
0.054751653306613225,0.0010659887719379779
0.05495443720774883,0.001058329101636811
0.055157221108884436,0.0010508793230282
0.05536000501002004,0.0010436383688103702
0.05556278891115564,0.0010366051892319022
0.05576557281229125,0.0010297787497114289
0.05596835671342685,0.0010231580282398188
0.05617114061456246,0.0010167420125790465
0.05637392451569806,0.0010105296972733298
0.05657670841683366,0.001004520080487839
0.05677949231796927,0.0009987121606911114
0.05698227621910487,0.0009931049331973058
0.05718506012024048,0.0009876973865848232
0.05738784402137608,0.0009824884990081925
0.057590627922511684,0.0009774772344199002
0.05779341182364729,0.000972662538719346
0.057996195724782894,0.0009680433358459145
0.0581989796259185,0.0009636185238332874
0.058401763527054104,0.0009593869708419982
0.05860454742818971,0.000955347511187285
0.058807331329325314,0.0009514989413787837
0.059010115230460916,0.000947840016189116
0.059212899131596525,0.0009443694447673199
0.059415683032732126,0.0009410858868135259
0.059618466933867735,0.0009379879488305421
0.05982125083500334,0.000935074180467757
0.06002403473613894,0.0009323430709723663
0.06022681863727455,0.0009297930457625011
0.06042960253841015,0.0009274224631362747
0.06063238643954576,0.0009252296111302311
0.06083517034068136,0.0009232127045401917
0.06103795424181696,0.0009213698821168527
0.06124073814295257,0.000919699203947799
0.06144352204408817,0.000918198649036918
0.06164630594522378,0.0009168661130917687
0.06184908984635938,0.0009156994065282867
0.06205187374749499,0.0009146962527017626
0.06225465764863059,0.0009138542863723378
0.06245744154976619,0.0009131710524121201
0.0626602254509018,0.0009126440047605417
0.06286300935203741,0.0009122705056336343
0.063065793253173,0.0009120478249919448
0.06326857715430861,0.0009119731402712196
0.06347136105544422,0.0009120435363789057
0.06367414495657982,0.0009122560059586667
0.06387692885771543,0.0009126074499244508
0.06407971275885103,0.0009130946782644708
0.06428249665998664,0.0009137144111148217
0.06448528056112224,0.0009144632801015144
0.06468806446225785,0.0009153378299487801
0.06489084836339346,0.0009163345203507692
0.06509363226452905,0.0009174497281028092
0.06529641616566466,0.0009186797494876728
0.06549920006680027,0.0009200208029113129
0.06570198396793586,0.0009214690317820363
0.06590476786907147,0.0009230205076258324
0.06610755177020708,0.0009246712334304375
0.06631033567134269,0.0009264171472093413
0.06651311957247828,0.0009282541257768014
0.06671590347361389,0.0009301779887237997
0.0669186873747495,0.0009321845025846336
0.0671214712758851,0.0009342693851829046
0.0673242551770207,0.0009364283101452185
0.06752703907815631,0.000938656911570498
0.0677298229792919,0.0009409507888421029
0.06793260688042752,0.0009433055115695065
0.06813539078156312,0.0009457166246461595
0.06833817468269873,0.0009481796534093151
0.06854095858383433,0.0009506901088876913
0.06874374248496994,0.000953243493122319
0.06894652638610554,0.000955835304545784
0.06914931028724114,0.0009584610434047248
0.06935209418837675,0.0009611162172106487
0.06955487808951236,0.0009637963462035754
0.06975766199064797,0.0009664969688133365
0.06996044589178356,0.000969213647103126
0.07016322979291917,0.0009719419721802267
0.07036601369405478,0.0009746775695584144
0.07056879759519037,0.0009774161044574076
0.07077158149632598,0.0009801532870242619
0.07097436539746159,0.0009828848774622956
0.07117714929859718,0.0009856066910530535
0.07137993319973279,0.0009883146030577258
0.0715827171008684,0.0009910045534839453
0.07178550100200401,0.0009936725517053532
0.0719882849031396,0.0009963146809208467
0.07219106880427521,0.0009989271024414823
0.07239385270541082,0.0010015060597935866
0.07259663660654642,0.00100404788262676
0.07279942050768202,0.0010065489904165018
0.07300220440881763,0.0010090058959519302
0.07320498830995324,0.0010114152085990327
0.07340777221108884,0.0010137736373317752
0.07361055611222445,0.0010160779935228306
0.07381334001336005,0.0010183251934876897
0.07401612391449565,0.0010205122607757798
0.07421890781563126,0.001022636328203569
0.07442169171676687,0.0010246946396251814
0.07462447561790246,0.0010266845514372584
0.07482725951903807,0.0010286035338150708
0.07503004342017368,0.0010304491716783893
0.07523282732130929,0.0010322191653860972
0.07543561122244488,0.0010339113311595434
0.07563839512358049,0.0010355236012354004
0.0758411790247161,0.0010370540237499225
0.0760439629258517,0.001038500762357072
0.0762467468269873,0.0010398620955839495
0.07644953072812291,0.0010411364159279
0.07665231462925852,0.0010423222287003324
0.07685509853039411,0.0010434181506233154
0.07705788243152972,0.0010444229081855202
0.07726066633266533,0.0010453353357650075
0.07746345023380093,0.0010461543735273394
0.07766623413493653,0.0010468790651075482
0.07786901803607214,0.0010475085550859312
0.07807180193720774,0.0010480420862676902
0.07827458583834335,0.001048478996777484
0.07847736973947896,0.001048818716980077
0.07868015364061456,0.0010490607662393557
0.07888293754175016,0.0010492047495278354
0.07908572144288577,0.0010492503538998368
0.07928850534402138,0.0010491973448413046
0.07949128924515697,0.0010490455625102675
0.07969407314629258,0.0010487949178814384
0.07989685704742819,0.0010484453888095122
0.0800996409485638,0.0010479970160252837
0.08030242484969939,0.0010474498990791928
0.080505208750835,0.0010468041922468592
0.08070799265197061,0.001046060100411414
0.0809107765531062,0.0010452178749369783
0.08111356045424181,0.0010442778095482164
0.08131634435537742,0.0010432402362301671
0.08151912825651302,0.0010421055211627763
0.08172191215764862,0.0010408740607042403
0.08192469605878423,0.0010395462774369368
0.08212747995991984,0.0010381226162894293
0.08233026386105544,0.001036603540747824
0.08253304776219104,0.001034989529169104
0.08273583166332665,0.001033281071208789
0.08293861556446225,0.0010314786643747177
0.08314139946559786,0.0010295828107182486
0.08334418336673347,0.0010275940136735672
0.08354696726786906,0.0010255127750551055
0.08374975116900467,0.0010233395922227206
0.08395253507014028,0.001021074955423228
0.08415531897127589,0.0010187193453163558
0.08435810287241148,0.0010162732306926237
0.08456088677354709,0.001013737066389655
0.0847636706746827,0.0010111112914125936
0.08496645457581829,0.0010083963272639088
0.0851692384769539,0.0010055925764866358
0.08537202237808951,0.0010027004214244982
0.08557480627922512,0.0009997202232015056
0.08577759018036071,0.0009966523209227285
0.08598037408149632,0.0009934970310972848
0.08618315798263193,0.000990254647283428
0.08638594188376753,0.0009869254399551403
0.08658872578490313,0.0009835096565887196
0.08679150968603874,0.0009800075219666379
0.08699429358717434,0.0009764192386960167
0.08719707748830995,0.0009727449879373309
0.08739986138944555,0.0009689849303387306
0.08760264529058116,0.000965139207170674
0.08780542919171676,0.0009612079416545003
0.08800821309285237,0.0009571912404781304
0.08821099699398798,0.0009530891954913958
0.08841378089512357,0.0009489018855728161
0.08861656479625918,0.0009446293786589421
0.08881934869739479,0.0009402717339272076
0.0890221325985304,0.0009358290041221318
0.08922491649966599,0.0009313012380147441
0.0894277004008016,0.0009266884829844022
0.08963048430193721,0.0009219907877118213
0.0898332682030728,0.0009172082049717454
0.09003605210420841,0.0009123407945134538
0.09023883600534402,0.0009073886260169592
0.09044161990647961,0.0009023517821126134
0.09064440380761522,0.000897230361451478
0.09084718770875083,0.0008920244818139917
0.09104997160988644,0.0008867342832439653
0.09125275551102204,0.0008813599311954679
0.09145553941215764,0.0008759016196794439
0.09165832331329325,0.0008703595743978026
0.09186110721442885,0.0008647340558519634
0.09206389111556446,0.0008590253624137779
0.09226667501670006,0.0008532338333463008
0.09246945891783567,0.0008473598517625523
0.09267224281897127,0.0008414038475104402
0.09287502672010688,0.0008353662999724853
0.09307781062124248,0.0008292477407692091
0.09328059452237808,0.0008230487563555259
0.09348337842351369,0.0008167699904998974
0.0936861623246493,0.0008104121466364746
0.09388894622578489,0.000803975990080826
0.0940917301269205,0.0007974623501006265
0.09429451402805611,0.0007908721218329393
0.09449729792919172,0.0007842062680404641
0.09470008183032731,0.0007774658206997154
0.09490286573146292,0.0007706518824146828
0.09510564963259853,0.0007637656276500528
0.09530843353373412,0.0007568083037790025
0.09551121743486973,0.0007497812319408351
0.09571400133600534,0.0007426858077047858
0.09591678523714095,0.000735523501536727
0.09611956913827654,0.0007282958590663628
0.09632235303941215,0.000721004501153001
0.09652513694054776,0.0007136511237489106
0.09672792084168336,0.000706237497559736
0.09693070474281897,0.0006987654675021916
0.09713348864395457,0.000691236951960087
0.09733627254509017,0.0006836539418399711
0.09753905644622578,0.0006760184994289231
0.09774184034736139,0.0006683327570570647
0.097944624248497,0.0006605989155683921
0.09814740814963259,0.0006528192426039247
0.0983501920507682,0.0006449960707018284
0.0985529759519038,0.000637131795219648
0.0987557598530394,0.0006292288720843965
0.09895854375417501,0.0006212898153766836
0.09916132765531062,0.0006133171947556553
0.09936411155644621,0.0006053136327317603
0.09956689545758182,0.0005972818017950477
0.09976967935871743,0.0005892244214068031
0.09997246325985304,0.0005811442548630093
0.10017524716098863,0.0005730441060381318
0.10037803106212424,0.0005649268160182068
0.10058081496325985,0.0005567952596324644
0.10078359886439545,0.0005486523418928741
0.10098638276553105,0.0005405009943512634
0.10118916666666666,0.0005323441713837097
