psi,probability_mass
0.0,0.0052690933863512365
0.0,0.0053425264112656875
0.0,0.005414550001533941
0.0,0.005485083962777047
0.0,0.005554049352756305
0.0,0.005621368646557514
0.0,0.005686965900309953
0.0,0.005750766912953699
0.0,0.005812699385573566
0.0,0.0058726930778172926
0.0,0.005930679960922806
0.0,0.005986594366884195
0.0,0.006040373133293975
0.0,0.006091955743410035
0.0,0.006141284461008893
0.0,0.006188304459594423
0.0,0.006232963945555706
0.0,0.006275214274874769
0.0,0.006315010063011641
0.0,0.006352309287608421
0.0,0.006387073383679107
0.0,0.0064192673309719245
0.0,0.006448859733218136
0.0005568656152924734,0.006475822889003796
0.002307014691925971,0.00650013285402919
0.0040571637685594755,0.006521769494547181
0.005807312845192973,0.006540716531800387
0.007557461921826478,0.006556961577306321
0.009307610998459975,0.006570496158869177
0.01105776007509348,0.0065813157372263155
0.012807909151726977,0.006589419713270055
0.014558058228360482,0.006594811425814857
0.01630820730499398,0.006597498139910542
0.018058356381627477,0.006597491025735973
0.019808505458260982,0.0065948051281343465
0.02155865453489448,0.006589459326886719
0.023308803611527984,0.006581476287846325
0.02505895268816148,0.006570882405088978
0.02680910176479498,0.006557707734264186
0.02855925084142849,0.0065419859173569085
0.03030939991806199,0.0065237540991017326
0.032059548994695486,0.006503052835314459
0.033809698071328984,0.006479925993435232
0.03555984714796248,0.006454420645596273
0.03730999622459599,0.00642658695455751
0.03906014530122949,0.006396478052868764
0.04081029437786299,0.006364149915642258
0.042560443454496485,0.006329661227333949
0.04431059253112998,0.0062930732429539
0.046060741607763495,0.006254449644136338
0.04781089068439699,0.006213856390519832
0.04956103976103049,0.006171361566893277
0.05131118883766399,0.006127035226581674
0.0530613379142975,0.006080949231546653
0.054811486990930997,0.00603317708968754
0.056561636067564494,0.0059837937898350145
0.05831178514419799,0.00593287563492676
0.06006193422083149,0.0058805000738621944
0.061812083297465,0.005826745532528308
0.0635622323740985,0.005771691244487785
0.065312381450732,0.005715417081816725
0.0670625305273655,0.005658003386572258
0.068812679603999,0.005599530803363188
0.0705628286806325,0.005540080113488393
0.072312977757266,0.005479732071094765
0.0740631268338995,0.005418567241796948
0.075813275910533,0.005356665844183517
0.07756342498716651,0.0052941075946232544
0.0793135740638,0.005230971555765139
0.0810637231404335,0.005167335989110609
0.082813872217067,0.005103278212014837
0.08456402129370051,0.005038874459458166
0.08631417037033401,0.0049741997509029365
0.08806431944696749,0.004909327762534119
0.089814468523601,0.004844330705156588
0.09156461760023452,0.004779279208000115
0.093314766676868,0.0047142422086598025
0.09506491575350151,0.004649286849375722
0.09681506483013502,0.00458447837983056
0.0985652139067685,0.004519880066620321
0.10031536298340202,0.0044555531095290535
0.1020655120600355,0.004391556564712968
0.10381566113666901,0.004327947274874548
0.10556581021330252,0.0042647798064855596
0.10731595928993601,0.004202106394089742
0.10906610836656952,0.004139976891696186
0.110816257443203,0.004078438731249126
0.11256640651983651,0.00401753688813699
0.11431655559647003,0.0039573138536825765
0.11606670467310351,0.0038978096145352277
0.11781685374973702,0.003839061638862435
0.1195670028263705,0.0037811048692221964
0.12131715190300402,0.0037239717219765497
0.12306730097963753,0.003667692093087927
0.12481745005627101,0.003612293370125268
0.12656759913290452,0.003557800450288695
0.128317748209538,0.003504235764247915
0.13006789728617152,0.003451619305575502
0.13181804636280503,0.003399968665542267
0.13356819543943851,0.0033492990730328884
0.13531834451607203,0.003299623439326526
0.13706849359270554,0.003250952407480639
0.13881864266933902,0.003203294406046153
0.14056879174597253,0.0031566557068366213
0.14231894082260602,0.0031110404864673276
0.14406908989923953,0.003066450891376449
0.14581923897587304,0.003022887106036619
0.14756938805250652,0.0029803474240629136
0.14931953712914003,0.002938828321922783
0.15106968620577352,0.0028983245349523063
0.15281983528240703,0.002858829135385071
0.15456998435904054,0.0028203336121014944
0.15632013343567402,0.0027828279518097693
0.15807028251230754,0.0027463007213728526
0.15982043158894102,0.0027107391510018688
0.16157058066557453,0.0026761292180406183
0.16332072974220804,0.002642455731073706
0.16507087881884153,0.00260970241409729
0.16682102789547504,0.002577851990499298
0.16857117697210855,0.0025468862666055106
0.17032132604874203,0.0025167862145558176
0.17207147512537554,0.0024875320542863855
0.17382162420200903,0.002459103334401958
0.17557177327864254,0.002431479011734825
0.17732192235527605,0.002404637529397085
0.17907207143190954,0.0023785568931451286
0.18082222050854305,0.0023532147458859803
0.18257236958517653,0.0023285884401684407
0.18432251866181004,0.0023046551085127262
0.18607266773844355,0.002281391731445959
0.18782281681507704,0.002258775203122142
0.18957296589171055,0.002236782394418213
0.19132311496834403,0.0022153902134099466
0.19307326404497754,0.0021945756631441475
0.19482341312161106,0.0021743158966351706
0.19657356219824454,0.0021545882690262325
0.19832371127487805,0.002135370386867988
0.20007386035151153,0.002116640154478085
0.20182400942814505,0.0020983758173569933
0.20357415850477856,0.002080556002646538
0.20532430758141204,0.002063159756628101
0.20707445665804555,0.002046166579267952
0.20882460573467906,0.002029556455827187
0.21057475481131255,0.002013309885563114
0.21232490388794606,0.0019974079075584733
0.21407505296457957,0.0019818321237229843
0.21582520204121303,0.001966564719020534
0.21757535111784654,0.0019515884789824346
0.21932550019448005,0.0019368868045750343
0.22107564927111356,0.0019224437244960246
0.22282579834774707,0.0019082439049806512
0.22457594742438058,0.0018942726572038142
0.22632609650101404,0.001880515942370267
0.22807624557764755,0.0018669603745887448
0.22982639465428106,0.0018535932216305587
0.23157654373091457,0.0018404024036761605
0.2333266928075481,0.001827376490156982
0.23507684188418154,0.0018145046948014347
0.23682699096081505,0.0018017768689965914
0.23857714003744857,0.0017891834935782247
0.24032728911408208,0.0017767156691629517
0.2420774381907156,0.0017643651051366133
0.24382758726734904,0.0017521241074133457
0.24557773634398256,0.0017399855650788599
0.24732788542061607,0.0017279429360309293
0.24907803449724958,0.0017159902317290063
0.2508281835738831,0.001704122001162392
0.25257833265051655,0.0016923333141453522
0.25432848172715006,0.001680619744044152
0.25607863080378357,0.001668977350039058
0.2578287798804171,0.001657402659020417
0.2595789289570506,0.0016458926472153568
0.26132907803368405,0.0016344447216373134
0.26307922711031756,0.0016230567014468116
0.26482937618695107,0.0016117267993083408
0.2665795252635846,0.0016004536028226667
0.2683296743402181,0.0015892360561104411
0.27007982341685155,0.001578073441617913
0.27182997249348506,0.0015669653622101248
0.2735801215701186,0.001555911723612997
0.2753302706467521,0.0015449127172600951
0.2770804197233856,0.0015339688035944637
0.27883056880001905,0.0015230806958716457
0.28058071787665256,0.0015122493445039573
0.2823308669532861,0.0015014759219813256
0.2840810160299196,0.001490761808398886
0.2858311651065531,0.0014801085776161612
0.28758131418318655,0.0014695179840678988
0.28933146325982007,0.0014589919502414632
0.2910816123364536,0.0014485325548307829
0.2928317614130871,0.0014381420215724818
0.2945819104897206,0.0014278227087646063
0.29633205956635406,0.0014175770994646459
0.29808220864298757,0.0014074077923584133
0.2998323577196211,0.0013973174932882123
0.3015825067962546,0.0013873090074237229
0.3033326558728881,0.0013773852320566754
0.3050828049495216,0.0013675491499952508
0.30683295402615507,0.0013578038235326194
0.3085831031027886,0.0013481523889597377
0.3103332521794221,0.001338598051590439
0.3120834012560556,0.00132914408126388
0.3138335503326891,0.0013197938082878588
0.31558369940932257,0.0013105506197836582
0.3173338484859561,0.0013014179563921062
0.3190839975625896,0.0012923993092986122
0.3208341466392231,0.0012834982175339638
0.3225842957158566,0.0012747182655070183
0.3243344447924901,0.0012660630807240993
0.3260845938691236,0.0012575363316504032
0.3278347429457571,0.0012491417256678939
0.3295848920223906,0.0012408830070849946
0.3313350410990241,0.001232763955153274
0.3330851901756576,0.0012247883820471622
0.3348353392522911,0.0012169601307640042
0.3365854883289246,0.001209283072902531
0.3383356374055581,0.0012017611062792308
0.3400857864821916,0.00119439815234405
0.3418359355588251,0.0011871981533584106
0.3435860846354586,0.0011801650693006851
0.3453362337120921,0.001173302874466403
0.3470863827887256,0.0011666155537328289
0.3488365318653591,0.0011601070984605276
0.3505866809419926,0.0011537815020064778
0.3523368300186261,0.001147642754826933
0.3540869790952596,0.0011416948391506437
0.3558371281718931,0.0011359417232063916
0.3575872772485266,0.0011303873549920124
0.3593374263251601,0.001125035655575054
0.3610875754017936,0.001119890511918912
0.3628377244784271,0.0011149557692311473
0.3645878735550606,0.0011102352228348584
0.3663380226316941,0.0011057326095663342
0.3680881717083276,0.0011014515987067142
0.3698383207849611,0.0010973957824580347
0.3715884698615946,0.0010935686659775748
0.3733386189382281,0.0010899736569879865
0.37508876801486163,0.001086614054983739
0.37683891709149514,0.0010834930400575346
0.3785890661681286,0.0010806136613735738
0.3803392152447621,0.0010779788253176227
0.3820893643213956,0.001075591283356472
0.38383951339802913,0.001073453619642365
0.38558966247466264,0.0010715682384003459
0.3873398115512961,0.0010699373511391644
0.3890899606279296,0.0010685629637285376
0.3908401097045631,0.001067446863387635
0.39259025878119663,0.0010665906056316324
0.39434040785783014,0.001065995501224999
0.3960905569344636,0.0010656626031915137
0.3978407060110971,0.001065592693932522
0.3995908550877306,0.0010657862725057862
0.40134100416436413,0.0010662435421185787
0.40309115324099765,0.0010669643978887602
0.4048413023176311,0.0010679484149284729
0.4065914513942646,0.001069194836804954
0.4083416004708981,0.0010707025644331616
0.41009174954753164,0.001072470145454206
0.41184189862416515,0.0010744957641536067
0.4135920477007986,0.0010767772319720634
0.4153421967774321,0.0010793119786607062
0.4170923458540656,0.0010820970441314621
0.41884249493069914,0.0010851290710517866
0.42059264400733265,0.0010884042982309456
0.4223427930839661,0.0010919185548436767
0.4240929421605996,0.0010956672555342908
0.42584309123723313,0.0010996453964423286
0.42759324031386664,0.001103847552188112
0.42934338939050015,0.0011082678738539228
0.4310935384671336,0.001112900087993441
0.4328436875437671,0.0011177374966990302
0.43459383662040063,0.001122772978753258
0.43634398569703414,0.001127998991887576
0.43809413477366765,0.001133407576167255
0.4398442838503011,0.001138990358518604
0.4415944329269346,0.001144738558410021
0.44334458200356813,0.0011506429946950645
0.44509473108020164,0.0011566940936213394
0.44684488015683516,0.0011628818980055113
0.44859502923346867,0.0011691960775699283
0.4503451783101021,0.0011756259404329776
0.45209532738673563,0.001182160445740696
0.45384547646336915,0.0011887882174231802
0.45559562554000266,0.0011954975590551743
0.45734577461663617,0.0012022764697962307
0.4590959236932696,0.0012091126613816658
0.46084607276990314,0.001215993576131771
0.46259622184653665,0.0012229064059425304
0.46434637092317016,0.0012298381122176785
0.46609651999980367,0.001236775446698031
0.4678466690764372,0.0012437049731404918
0.4695968181530707,0.0012506130897957679
0.4713469672297041,0.001257486052630754
0.4730971163063376,0.0012643099992379935
0.4748472653829711,0.0012710709733725276
0.47659741445960463,0.0012777549500527514
0.47834756353623814,0.0012843478611604684
0.48009771261287165,0.0012908356214722432
0.48184786168950516,0.0012972041550526599
0.4835980107661387,0.001303439421937964
0.4853481598427722,0.0013095274450372863
0.4870983089194057,0.0013154543371773967
0.4888484579960392,0.001321206328215477
0.4905986070726726,0.001326769792144262
0.4923487561493061,0.0013321312741130806
0.49409890522593963,0.001337277517288195
