"state","puma22","cbsa20","cbsatype20","stab","CBSAName20","PUMA22name","pop20","afact"
"State code","PUMA (2022)","Core-based statistical area code","CBSA type (2020)","State abbr.","2020 CBSA name","PUMA22 name","Total population (2020 Census)","puma22-to-cbsatype20 allocation factor"
"26","01003","24340","Metro","MI","Grand Rapids-Kentwood, MI","Kent County (Southeast)",179540,1 
"26","01004","24340","Metro","MI","Grand Rapids-Kentwood, MI","Kent County (North)",126389,1 
"26","01100","13660","Micro","MI","Big Rapids, MI","Ionia, Montcalm, Mecosta & Osceola Counties",39714,0.2026 
"26","01100","24340","Metro","MI","Grand Rapids-Kentwood, MI","Ionia, Montcalm, Mecosta & Osceola Counties",133418,0.6806 
"26","01100","99999"," ","MI","[not in a CBSA]","Ionia, Montcalm, Mecosta & Osceola Counties",22891,0.1168 
"26","01200","10940","Micro","MI","Alma, MI","Isabella, Gratiot & Clare Counties",41761,0.3048 
"26","01200","34380","Micro","MI","Mount Pleasant, MI","Isabella, Gratiot & Clare Counties",64394,0.47 
"26","01200","99999"," ","MI","[not in a CBSA]","Isabella, Gratiot & Clare Counties",30856,0.2252 
"26","01300","99999"," ","MI","[not in a CBSA]","Iosco, Gladwin, Roscommon, Ogemaw & Arenac Counties",109854,1 
"26","01400","13020","Metro","MI","Bay City, MI","Bay & Midland Counties",103856,0.5543 
"26","01400","33220","Metro","MI","Midland, MI","Bay & Midland Counties",83494,0.4457 
"26","01500","40980","Metro","MI","Saginaw, MI","Saginaw County",190124,1 
"26","01600","99999"," ","MI","[not in a CBSA]","Tuscola, Sanilac & Huron Counties",125341,1 
"26","01701","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Genesee (East, excluding Grand Blanc area) & Lapeer Counties",88619,0.6213 
"26","01701","22420","Metro","MI","Flint, MI","Genesee (East, excluding Grand Blanc area) & Lapeer Counties",54007,0.3787 
"26","01702","22420","Metro","MI","Flint, MI","Genesee County (Central)--Outside Flint City, including Grand Blanc area",129704,1 
"26","01703","22420","Metro","MI","Flint, MI","Genesee County (Central)--Flint City and Mount Morris City Area",104408,1 
"26","01704","22420","Metro","MI","Flint, MI","Genesee (West) & Shiawassee Counties",118092,0.6343 
"26","01704","29620","Metro","MI","Lansing-East Lansing, MI","Genesee (West) & Shiawassee Counties",68094,0.3657 
"26","01801","29620","Metro","MI","Lansing-East Lansing, MI","Ingham County (South & East)",174028,1 
"26","01802","29620","Metro","MI","Lansing-East Lansing, MI","Ingham County (Northwest)",110872,1 
"26","01900","29620","Metro","MI","Lansing-East Lansing, MI","Eaton & Clinton Counties",188303,1 
"26","02000","12980","Metro","MI","Battle Creek, MI","Calhoun & Barry Counties",134310,0.6827 
"26","02000","99999"," ","MI","[not in a CBSA]","Calhoun & Barry Counties",62423,0.3173 
"26","02101","28020","Metro","MI","Kalamazoo-Portage, MI","Kalamazoo County (Outer)",138574,1 
"26","02102","28020","Metro","MI","Kalamazoo-Portage, MI","Kalamazoo County (Central)--Kalamazoo & Portage Cities Area",123096,1 
"26","02200","17740","Micro","MI","Coldwater, MI","St. Joseph & Branch Counties",44862,0.424 
"26","02200","44780","Micro","MI","Sturgis, MI","St. Joseph & Branch Counties",60939,0.576 
"26","02300","43780","Metro","MI","South Bend-Mishawaka, IN-MI","Van Buren & Cass Counties",51589,0.4057 
"26","02300","99999"," ","MI","[not in a CBSA]","Van Buren & Cass Counties",75587,0.5943 
"26","02400","35660","Metro","MI","Niles, MI","Berrien County",154316,1 
"26","02500","10300","Micro","MI","Adrian, MI","Lenawee & Hillsdale Counties",99423,0.6849 
"26","02500","25880","Micro","MI","Hillsdale, MI","Lenawee & Hillsdale Counties",45746,0.3151 
"26","02600","27100","Metro","MI","Jackson, MI","Jackson County",160366,1 
"26","02701","11460","Metro","MI","Ann Arbor, MI","Washtenaw County (West, Northeast & Southeast)",115367,1 
"26","02702","11460","Metro","MI","Ann Arbor, MI","Washtenaw County (East Central)--Ann Arbor City Area",124972,1 
"26","02703","11460","Metro","MI","Ann Arbor, MI","Washtenaw County (East Central)--Outside Ann Arbor City",131919,1 
"26","02800","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Livingston County",193866,1 
"26","02901","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Oakland County (West)",141074,1 
"26","02902","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Oakland County (Northeast)",139946,1 
"26","02903","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Oakland County (East Central)--Troy & Rochester Area",176267,1 
"26","02904","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Oakland County (Central)",157180,1 
"26","02905","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Oakland County (Southwest)",137228,1 
"26","02906","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Oakland County (Central)--Birmingham & Bloomfield Area",158027,1 
"26","02907","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Oakland County (South Central)--Farmington & Southfield Area",176289,1 
"26","02908","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Oakland County (Southeast)",188384,1 
"26","03001","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Macomb County (North)",126387,1 
"26","03002","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Macomb County (Central)",176316,1 
"26","03003","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Macomb County (Southwest)--Sterling Heights City",134346,1 
"26","03004","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Macomb County (Southeast)--Mount Clemens & Fraser Area",155250,1 
"26","03005","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area",140979,1 
"26","03006","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Macomb County (Southwest)--Warren & Center Line Cities",147939,1 
"26","03100","19820","Metro","MI","Detroit-Warren-Dearborn, MI","St. Clair County",160383,1 
"26","03201","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Wayne County (Northwest)",204901,1 
"26","03202","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Wayne County (North Central)--Livonia City & Redford Charter Township",145039,1 
"26","03203","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Wayne County (Central)--Dearborn & Dearborn Heights Cities",173268,1 
"26","03204","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Wayne County (Central)--Westland, Garden City, Inkster & Wayne Cities",156601,1 
"26","03205","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Wayne County (Southwest)",115191,1 
"26","03206","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Wayne County (Southeast)--Downriver Area (South)",136749,1 
"26","03207","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Wayne County (Southeast)--Downriver Area (North)",123321,1 
"26","03208","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Detroit City (Northwest)",154586,1 
"26","03209","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Detroit City (North Central)",126448,1 
"26","03210","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Detroit City (Northeast)",108909,1 
"26","03211","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Detroit City (South Central & Southeast)",122822,1 
"26","03212","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Detroit City (Southwest)",106725,1 
"26","03213","19820","Metro","MI","Detroit-Warren-Dearborn, MI","Wayne County (Northeast)--I-94 Corridor",119001,1 
"26","03300","33780","Metro","MI","Monroe, MI","Monroe County",154809,1 
"27","00101","13420","Micro","MN","Bemidji, MN","Northwest Minnesota",10142,0.0689 
"27","00101","24220","Metro","MN","Grand Forks, ND-MN","Northwest Minnesota",31192,0.212 
"27","00101","99999"," ","MN","[not in a CBSA]","Northwest Minnesota",105827,0.7191 
"27","00201","13420","Micro","MN","Bemidji, MN","North Central Minnesota",36086,0.2496 
"27","00201","14660","Micro","MN","Brainerd, MN","North Central Minnesota",30066,0.208 
"27","00201","24330","Micro","MN","Grand Rapids, MN","North Central Minnesota",45014,0.3114 
"27","00201","99999"," ","MN","[not in a CBSA]","North Central Minnesota",33406,0.2311 
"27","00301","20260","Metro","MN","Duluth, MN-WI","Cook, Lake & St. Louis (North) Counties",98357,0.9461 
"27","00301","99999"," ","MN","[not in a CBSA]","Cook, Lake & St. Louis (North) Counties",5600,0.0539 
"27","00401","20260","Metro","MN","Duluth, MN-WI","St. Louis County (Southeast)--Duluth, Hermantown & Proctor Cities",102519,1 
"27","00501","20260","Metro","MN","Duluth, MN-WI","Aitkin, Carlton, Kanabec, Pine & St. Louis (Southwest) Counties",46467,0.434 
"27","00501","99999"," ","MN","[not in a CBSA]","Aitkin, Carlton, Kanabec, Pine & St. Louis (Southwest) Counties",60605,0.566 
"27","00600","14660","Micro","MN","Brainerd, MN","Crow Wing, Morrison, Todd & Wadena Counties",66123,0.4741 
"27","00600","99999"," ","MN","[not in a CBSA]","Crow Wing, Morrison, Todd & Wadena Counties",73337,0.5259 
"27","00700","22020","Metro","MN","Fargo, ND-MN","Clay, Otter Tail & Wilkin Counties",65318,0.4952 
"27","00700","22260","Micro","MN","Fergus Falls, MN","Clay, Otter Tail & Wilkin Counties",60081,0.4555 
"27","00700","47420","Micro","MN","Wahpeton, ND-MN","Clay, Otter Tail & Wilkin Counties",6506,0.0493 
"27","00800","10820","Micro","MN","Alexandria, MN","West Central Minnesota",39006,0.3444 
"27","00800","99999"," ","MN","[not in a CBSA]","West Central Minnesota",74262,0.6556 
"27","00901","41060","Metro","MN","St. Cloud, MN","Benton (Northwest) & Stearns (West) Counties",105193,1 
"27","01001","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Benton (Southwest), Sherburne (Northwest) & Stearns (East) Counties--St. Cloud City PUM",10583,0.1007 
"27","01001","41060","Metro","MN","St. Cloud, MN","Benton (Southwest), Sherburne (Northwest) & Stearns (East) Counties--St. Cloud City PUM",94478,0.8993 
"27","01101","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Sherburne (East) & Wright (North) Counties",102817,1 
"27","01200","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Chisago, Isanti & Mille Lacs Counties",124215,1 
"27","01301","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Anoka County (North)--Andover, Ramsey, Ham Lake & East Bethel Cities",120073,1 
"27","01302","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Anoka County (Southwest)--Coon Rapids, Fridley, Columbia Heights & Anoka Cities",141024,1 
"27","01303","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Anoka County (Southeast)--Blaine & Lino Lakes Cities",102790,1 
"27","01401","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Washington County (North)--Oakdale, Forest Lake, Stillwater & Hugo Cities",135800,1 
"27","01402","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Washington County (South)--Woodbury & Cottage Grove Cities",131768,1 
"27","01501","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Ramsey County (North)--Shoreview, White Bear Lake & New Brighton Cities",132016,1 
"27","01502","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Ramsey County (Central & Far Southeast)--Maplewood, Roseville & North St. Paul Cities P",108809,1 
"27","01503","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Ramsey County--St. Paul City (Northwest)",102290,1 
"27","01504","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Ramsey County--St. Paul City (Southwest)",103003,1 
"27","01505","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Ramsey County--St. Paul City (East)",106234,1 
"27","01601","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Hennepin County (West)--Champlin, Rogers Cities & Lake Minnetonka",120938,1 
"27","01602","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Hennepin County--Plymouth, Maple Grove (West) & Medicine Lake Cities",118256,1 
"27","01603","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Hennepin County--Brooklyn Park, Maple Grove (East) & Osseo Cities",122526,1 
"27","01604","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Hennepin County--Brooklyn Center, Crystal, Golden Valley, New Hope & Robbinsdale",116296,1 
"27","01605","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Hennepin County--Eden Prairie & Minnetonka Cities",117979,1 
"27","01606","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Hennepin County--Edina, St. Louis Park & Hopkins Cities",122583,1 
"27","01607","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Hennepin County--Bloomington & Richfield Cities",127421,1 
"27","01608","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Hennepin County--Minneapolis (North) & St. Anthony Cities",112796,1 
"27","01609","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Hennepin County--Minneapolis City (East)",111865,1 
"27","01610","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Hennepin County--Minneapolis City (Southwest)",106733,1 
"27","01611","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Hennepin County--Minneapolis City (Central)",104172,1 
"27","01701","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Dakota County (Northwest)--Eagan, West St. Paul & Mendota Heights Cities",102206,1 
"27","01702","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Dakota County (Northeast)--Inver Grove Heights, Rosemount, Hastings & South St. Paul PU",109617,1 
"27","01703","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Dakota County (West)--Burnsville & Apple Valley Cities",120691,1 
"27","01704","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Dakota County (South)--Lakeville & Farmington Cities",107368,1 
"27","01800","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Scott County",150928,1 
"27","01900","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Carver County",106922,1 
"27","02001","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Wright (South) County",125120,1 
"27","02100","26780","Micro","MN","Hutchinson, MN","Kandiyohi, McLeod, Meeker, Renville & Sibley Counties",36771,0.2755 
"27","02100","48820","Micro","MN","Willmar, MN","Kandiyohi, McLeod, Meeker, Renville & Sibley Counties",43732,0.3277 
"27","02100","99999"," ","MN","[not in a CBSA]","Kandiyohi, McLeod, Meeker, Renville & Sibley Counties",52959,0.3968 
"27","02200","32140","Micro","MN","Marshall, MN","Southwest Minnesota",25269,0.2152 
"27","02200","49380","Micro","MN","Worthington, MN","Southwest Minnesota",22290,0.1898 
"27","02200","99999"," ","MN","[not in a CBSA]","Southwest Minnesota",69878,0.595 
"27","02300","10660","Micro","MN","Albert Lea, MN","Brown, Martin, Faribault, Freeborn & Watonwan Counties",30895,0.3029 
"27","02300","21860","Micro","MN","Fairmont, MN","Brown, Martin, Faribault, Freeborn & Watonwan Counties",20025,0.1963 
"27","02300","35580","Micro","MN","New Ulm, MN","Brown, Martin, Faribault, Freeborn & Watonwan Counties",25912,0.254 
"27","02300","99999"," ","MN","[not in a CBSA]","Brown, Martin, Faribault, Freeborn & Watonwan Counties",25174,0.2468 
"27","02400","31860","Metro","MN","Mankato, MN","Blue Earth & Nicollet Counties--Mankato City",103566,1 
"27","02500","22060","Micro","MN","Faribault-Northfield, MN","Le Sueur, Rice, Steele & Waseca Counties",67097,0.441 
"27","02500","33460","Metro","MN","Minneapolis-St. Paul-Bloomington, MN-WI","Le Sueur, Rice, Steele & Waseca Counties",28674,0.1885 
"27","02500","36940","Micro","MN","Owatonna, MN","Le Sueur, Rice, Steele & Waseca Counties",37406,0.2459 
"27","02500","99999"," ","MN","[not in a CBSA]","Le Sueur, Rice, Steele & Waseca Counties",18968,0.1247 
"27","02600","39860","Micro","MN","Red Wing, MN","Goodhue, Wabasha & Winona Counties",47582,0.4011 
"27","02600","40340","Metro","MN","Rochester, MN","Goodhue, Wabasha & Winona Counties",21387,0.1803 
"27","02600","49100","Micro","MN","Winona, MN","Goodhue, Wabasha & Winona Counties",49671,0.4187 
"27","02700","40340","Metro","MN","Rochester, MN","Olmsted County--Rochester City",162847,1 
"27","02800","12380","Micro","MN","Austin, MN","Dodge, Fillmore, Houston & Mower Counties",40029,0.3965 
"27","02800","29100","Metro","MN","La Crosse-Onalaska, WI-MN","Dodge, Fillmore, Houston & Mower Counties",18843,0.1866 
"27","02800","40340","Metro","MN","Rochester, MN","Dodge, Fillmore, Houston & Mower Counties",42095,0.4169 
"28","00100","32820","Metro","MS","Memphis, TN-MS-AR","North Delta Region--DeSoto County--Southaven City",185314,1 
"28","00200","18420","Micro","MS","Corinth, MS","Northeast Region--Alcorn, Benton, Marshall, Prentiss, Tippah & Tishomingo Counties",34740,0.245 
"28","00200","32820","Metro","MS","Memphis, TN-MS-AR","Northeast Region--Alcorn, Benton, Marshall, Prentiss, Tippah & Tishomingo Counties",33752,0.238 
"28","00200","46180","Micro","MS","Tupelo, MS","Northeast Region--Alcorn, Benton, Marshall, Prentiss, Tippah & Tishomingo Counties",25008,0.1763 
"28","00200","99999"," ","MS","[not in a CBSA]","Northeast Region--Alcorn, Benton, Marshall, Prentiss, Tippah & Tishomingo Counties",48311,0.3407 
"28","00300","17260","Micro","MS","Clarksdale, MS","North Delta Region",21390,0.1921 
"28","00300","32820","Metro","MS","Memphis, TN-MS-AR","North Delta Region",37846,0.3399 
"28","00300","99999"," ","MS","[not in a CBSA]","North Delta Region",52099,0.4679 
"28","00400","37060","Micro","MS","Oxford, MS","Three Rivers Region--Calhoun, Chickasaw, Itawamba, Lafayette & Monroe Counties",55813,0.387 
"28","00400","46180","Micro","MS","Tupelo, MS","Three Rivers Region--Calhoun, Chickasaw, Itawamba, Lafayette & Monroe Counties",23863,0.1655 
"28","00400","99999"," ","MS","[not in a CBSA]","Three Rivers Region--Calhoun, Chickasaw, Itawamba, Lafayette & Monroe Counties",64552,0.4476 
"28","00500","46180","Micro","MS","Tupelo, MS","Three Rivers Region--Lee, Pontotoc, Union Counties & Tupelo City",114527,0.8048 
"28","00500","99999"," ","MS","[not in a CBSA]","Three Rivers Region--Lee, Pontotoc, Union Counties & Tupelo City",27777,0.1952 
"28","00600","18060","Micro","MS","Columbus, MS","Golden Triangle Region--Columbus, Starkville, & West Point Cities",58879,0.3355 
"28","00600","44260","Micro","MS","Starkville, MS","Golden Triangle Region--Columbus, Starkville, & West Point Cities",61714,0.3517 
"28","00600","48500","Micro","MS","West Point, MS","Golden Triangle Region--Columbus, Starkville, & West Point Cities",18636,0.1062 
"28","00600","99999"," ","MS","[not in a CBSA]","Golden Triangle Region--Columbus, Starkville, & West Point Cities",36245,0.2066 
"28","00700","24900","Micro","MS","Greenwood, MS","North Central Region",38337,0.3272 
"28","00700","24980","Micro","MS","Grenada, MS","North Central Region",21629,0.1846 
"28","00700","27140","Metro","MS","Jackson, MS","North Central Region",17000,0.1451 
"28","00700","99999"," ","MS","[not in a CBSA]","North Central Region",40192,0.3431 
"28","00800","17380","Micro","MS","Cleveland, MS","South Delta Region",30985,0.2699 
"28","00800","24740","Micro","MS","Greenville, MS","South Delta Region",44922,0.3913 
"28","00800","26940","Micro","MS","Indianola, MS","South Delta Region",25971,0.2262 
"28","00800","99999"," ","MS","[not in a CBSA]","South Delta Region",12923,0.1126 
"28","00900","27140","Metro","MS","Jackson, MS","Central Region--Madison & Rankin Counties",135888,1 
"28","01001","27140","Metro","MS","Jackson, MS","Central Region--Byram, Terry, Utica & Vicksburg City",83084,0.6501 
"28","01001","46980","Micro","MS","Vicksburg, MS","Central Region--Byram, Terry, Utica & Vicksburg City",44722,0.3499 
"28","01101","27140","Metro","MS","Jackson, MS","Central Region--Jackson and Clinton Cities",173026,1 
"28","01300","27140","Metro","MS","Jackson, MS","Central Region--Rankin & Simpson Counties",182980,1 
"28","01400","29860","Micro","MS","Laurel, MS","East Central Region--Jasper, Leake, Kemper, Neshoba, Scott & Smith Counties",16367,0.1388 
"28","01400","32940","Micro","MS","Meridian, MS","East Central Region--Jasper, Leake, Kemper, Neshoba, Scott & Smith Counties",8988,0.0762 
"28","01400","99999"," ","MS","[not in a CBSA]","East Central Region--Jasper, Leake, Kemper, Neshoba, Scott & Smith Counties",92561,0.785 
"28","01500","32940","Micro","MS","Meridian, MS","East Central Region--Clarke, Lauderdale & Newton Counties--Meridian City",88599,0.8063 
"28","01500","99999"," ","MS","[not in a CBSA]","East Central Region--Clarke, Lauderdale & Newton Counties--Meridian City",21291,0.1937 
"28","01600","15020","Micro","MS","Brookhaven, MS","Southwest Region",34907,0.1983 
"28","01600","32620","Micro","MS","McComb, MS","Southwest Region",40324,0.2291 
"28","01600","35020","Micro","MS","Natchez, MS-LA","Southwest Region",29538,0.1678 
"28","01600","99999"," ","MS","[not in a CBSA]","Southwest Region",71277,0.4049 
"28","01700","25620","Metro","MS","Hattiesburg, MS","South Region--Covington, Greene, Jefferson Davis, Jones & Wayne Counties",18340,0.1408 
"28","01700","29860","Micro","MS","Laurel, MS","South Region--Covington, Greene, Jefferson Davis, Jones & Wayne Counties",67246,0.5164 
"28","01700","99999"," ","MS","[not in a CBSA]","South Region--Covington, Greene, Jefferson Davis, Jones & Wayne Counties",44630,0.3427 
"28","01800","25620","Metro","MS","Hattiesburg, MS","South Region--Forrest, Lamar, Marion & Perry Counties",153891,0.8629 
"28","01800","99999"," ","MS","[not in a CBSA]","South Region--Forrest, Lamar, Marion & Perry Counties",24441,0.1371 
"28","01900","25060","Metro","MS","Gulfport-Biloxi, MS","South Region--George, Hancock, Pearl River & Stone Counties",64386,0.4444 
"28","01900","38100","Micro","MS","Picayune, MS","South Region--George, Hancock, Pearl River & Stone Counties",56145,0.3875 
"28","01900","99999"," ","MS","[not in a CBSA]","South Region--George, Hancock, Pearl River & Stone Counties",24350,0.1681 
"28","02001","25060","Metro","MS","Gulfport-Biloxi, MS","South Region--Harrison County--Gulfport City",104625,1 
"28","02002","25060","Metro","MS","Gulfport-Biloxi, MS","South Region--Harrison County--Biloxi City",103996,1 
"28","02100","25060","Metro","MS","Gulfport-Biloxi, MS","South Region--Jackson County",143252,1 
"29","00100","28860","Micro","MO","Kirksville, MO","Northwest Missouri",4032,0.0367 
"29","00100","32340","Micro","MO","Maryville, MO","Northwest Missouri",21241,0.1931 
"29","00100","99999"," ","MO","[not in a CBSA]","Northwest Missouri",84707,0.7702 
"29","00200","41140","Metro","MO","St. Joseph, MO-KS","Buchanan, Andrew & DeKalb Counties",113957,1 
"29","00300","22800","Micro","MO","Fort Madison-Keokuk, IA-IL-MO","Northeast Missouri",6634,0.0556 
"29","00300","25300","Micro","MO","Hannibal, MO","Northeast Missouri",38880,0.3259 
"29","00300","28860","Micro","MO","Kirksville, MO","Northeast Missouri",25314,0.2122 
"29","00300","39500","Micro","MO","Quincy, IL-MO","Northeast Missouri",10032,0.0841 
"29","00300","99999"," ","MO","[not in a CBSA]","Northeast Missouri",38438,0.3222 
"29","00400","33020","Micro","MO","Mexico, MO","Lincoln, Warren, Audrain, Pike & Montgomery Counties",24962,0.1676 
"29","00400","41180","Metro","MO","St. Louis, MO-IL","Lincoln, Warren, Audrain, Pike & Montgomery Counties",95106,0.6384 
"29","00400","99999"," ","MO","[not in a CBSA]","Lincoln, Warren, Audrain, Pike & Montgomery Counties",28909,0.1941 
"29","00501","17860","Metro","MO","Columbia, MO","Boone (Outside Columbia City), Cole, Callaway & Moniteau",42237,0.2579 
"29","00501","27620","Metro","MO","Jefferson City, MO","Boone (Outside Columbia City), Cole, Callaway & Moniteau",121562,0.7421 
"29","00601","17860","Metro","MO","Columbia, MO","Boone County--Columbia City",141373,1 
"29","00700","17860","Metro","MO","Columbia, MO","Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties",27254,0.2031 
"29","00700","32180","Micro","MO","Marshall, MO","Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties",23333,0.1739 
"29","00700","33620","Micro","MO","Moberly, MO","Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties",24716,0.1842 
"29","00700","42740","Micro","MO","Sedalia, MO","Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties",42980,0.3203 
"29","00700","99999"," ","MO","[not in a CBSA]","Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties",15903,0.1185 
"29","00800","28140","Metro","MO","Kansas City, MO-KS","Johnson, Lafayette, Ray, Clinton & Caldwell Counties",86141,0.6146 
"29","00800","47660","Micro","MO","Warrensburg, MO","Johnson, Lafayette, Ray, Clinton & Caldwell Counties",54013,0.3854 
"29","00901","28140","Metro","MO","Kansas City, MO-KS","Clay County (Northeast)",117393,1 
"29","00902","28140","Metro","MO","Kansas City, MO-KS","Kansas City (North Central), Gladstone City & North Kansas City",135942,1 
"29","01000","28140","Metro","MO","Kansas City, MO-KS","Platte County",106718,1 
"29","01101","28140","Metro","MO","Kansas City, MO-KS","Jackson County--Kansas City (Central)",183021,1 
"29","01102","28140","Metro","MO","Kansas City, MO-KS","Jackson County (North Central)",134039,1 
"29","01103","28140","Metro","MO","Kansas City, MO-KS","Jackson County (East)",141808,1 
"29","01104","28140","Metro","MO","Kansas City, MO-KS","Jackson County (South Central)",112860,1 
"29","01105","28140","Metro","MO","Kansas City, MO-KS","Jackson County--Kansas City (South)",145476,1 
"29","01200","28140","Metro","MO","Kansas City, MO-KS","Cass & Bates Counties",123866,1 
"29","01300","99999"," ","MO","[not in a CBSA]","Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties",122332,1 
"29","01400","30060","Micro","MO","Lebanon, MO","Laclede, Polk, Benton, Dallas & Hickory Counties",36039,0.3209 
"29","01400","44180","Metro","MO","Springfield, MO","Laclede, Polk, Benton, Dallas & Hickory Counties",48590,0.4327 
"29","01400","99999"," ","MO","[not in a CBSA]","Laclede, Polk, Benton, Dallas & Hickory Counties",27673,0.2464 
"29","01500","27620","Metro","MO","Jefferson City, MO","Camden, Miller, Morgan & Moniteau Counties",15473,0.1489 
"29","01500","99999"," ","MO","[not in a CBSA]","Camden, Miller, Morgan & Moniteau Counties",88473,0.8511 
"29","01600","22780","Micro","MO","Fort Leonard Wood, MO","Phelps, Gasconade, Osage, Maries & Pulaski Counties",53955,0.3994 
"29","01600","27620","Metro","MO","Jefferson City, MO","Phelps, Gasconade, Osage, Maries & Pulaski Counties",13274,0.0983 
"29","01600","40620","Micro","MO","Rolla, MO","Phelps, Gasconade, Osage, Maries & Pulaski Counties",44638,0.3304 
"29","01600","99999"," ","MO","[not in a CBSA]","Phelps, Gasconade, Osage, Maries & Pulaski Counties",23226,0.1719 
"29","01700","41180","Metro","MO","St. Louis, MO-IL","Franklin & Carter Counties",104682,0.8195 
"29","01700","99999"," ","MO","[not in a CBSA]","Franklin & Carter Counties",23056,0.1805 
"29","01801","41180","Metro","MO","St. Louis, MO-IL","St. Charles County (South)",115485,1 
"29","01802","41180","Metro","MO","St. Louis, MO-IL","St. Charles County (Northwest)",153169,1 
"29","01803","41180","Metro","MO","St. Louis, MO-IL","St. Charles County (Northeast)",136608,1 
"29","01901","41180","Metro","MO","St. Louis, MO-IL","St. Louis County (Northeast)",123853,1 
"29","01902","41180","Metro","MO","St. Louis, MO-IL","St. Louis County (Northwest)",117067,1 
"29","01903","41180","Metro","MO","St. Louis, MO-IL","St. Louis County (Inner Ring North)",164138,1 
"29","01904","41180","Metro","MO","St. Louis, MO-IL","St. Louis County (West)",107956,1 
"29","01905","41180","Metro","MO","St. Louis, MO-IL","St. Louis County (Inner Ring Central)",103323,1 
