"state","puma22","cbsa20","cbsatype20","stab","CBSAName20","PUMA22name","pop20","afact"
"State code","PUMA (2022)","Core-based statistical area code","CBSA type (2020)","State abbr.","2020 CBSA name","PUMA22 name","Total population (2020 Census)","puma22-to-cbsatype20 allocation factor"
"16","01000","99999"," ","ID","[not in a CBSA]","Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties",20725,0.1719 
"16","01100","13940","Micro","ID","Blackfoot, ID","Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties",44983,0.2925 
"16","01100","26820","Metro","ID","Idaho Falls, ID","Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties",30891,0.2008 
"16","01100","27220","Micro","ID","Jackson, WY-ID","Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties",11630,0.0756 
"16","01100","39940","Micro","ID","Rexburg, ID","Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties",66301,0.4311 
"16","01200","26820","Metro","ID","Idaho Falls, ID","Bonneville County--Idaho Falls City",123964,1 
"16","01300","13940","Micro","ID","Blackfoot, ID","Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation",3009,0.0231 
"16","01300","30860","Metro","ID","Logan, UT-ID","Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation",14194,0.1091 
"16","01300","38540","Metro","ID","Pocatello, ID","Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation",94896,0.7296 
"16","01300","99999"," ","ID","[not in a CBSA]","Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation",17963,0.1381 
"17","00100","37900","Metro","IL","Peoria, IL","Adams, Fulton, Pike, Mason, Schuyler & Brown Counties",33609,0.2395 
"17","00100","39500","Micro","IL","Quincy, IL-MO","Adams, Fulton, Pike, Mason, Schuyler & Brown Counties",65737,0.4685 
"17","00100","99999"," ","IL","[not in a CBSA]","Adams, Fulton, Pike, Mason, Schuyler & Brown Counties",40971,0.292 
"17","00701","40420","Metro","IL","Rockford, IL","Winnebago (Northeast) & Boone Counties",143161,1 
"17","01901","16580","Metro","IL","Champaign-Urbana, IL","Champaign County (Southwest)--Champaign & Urbana Cities",172419,1 
"17","01902","16580","Metro","IL","Champaign-Urbana, IL","Champaign (North & East), Vermilion, Iroquois & Ford Counties",33446,0.2256 
"17","01902","19180","Metro","IL","Danville, IL","Champaign (North & East), Vermilion, Iroquois & Ford Counties",74188,0.5004 
"17","01902","99999"," ","IL","[not in a CBSA]","Champaign (North & East), Vermilion, Iroquois & Ford Counties",40611,0.2739 
"17","02900","16660","Micro","IL","Charleston-Mattoon, IL","Coles, Douglas, Crawford, Edgar, Clark & Cumberland Counties",57313,0.4476 
"17","02900","99999"," ","IL","[not in a CBSA]","Coles, Douglas, Crawford, Edgar, Clark & Cumberland Counties",70740,0.5524 
"17","03101","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Cook County (Northwest)--Palatine & Barrington Townships",128980,1 
"17","03102","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships",122349,1 
"17","03103","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Cook County (Northwest)--Schaumburg Township (South & East)",112552,1 
"17","03104","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships",125661,1 
"17","03105","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Cook County (North)--Wheeling Township (North & East)",129271,1 
"17","03106","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Cook County (Northeast)--Northfield & New Trier Townships",148936,1 
"17","03107","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Cook County (Northeast)--Evanston & Niles (East) Townships",158648,1 
"17","03108","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Cook County (North)--Maine & Niles (West) Townships",172153,1 
"17","03109","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Cook County (West)--Leyden & Norwood Park Townships",121402,1 
"17","03110","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Cook County (West)--Proviso Township (North & West)",113130,1 
"17","03111","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Cook County (West)--Oak Park, Riverside, River Forest & Proviso (Southeast) Townships",121043,1 
"17","03112","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Cook County (Central)--Cicero & Berwyn Townships",142518,1 
"17","03113","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Cook County (West)--Lyons & Stickney Townships",156619,1 
"17","03114","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Cook County (South Central)--Worth & Calumet Townships",171552,1 
"17","03115","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Cook County (Southwest)--Palos, Lemont & Orland (North & West) Townships",135705,1 
"17","03116","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Cook County (South Central)--Bremen & Orland (East) Townships",149150,1 
"17","03117","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Cook County (Southeast)--Thornton Township",157865,1 
"17","03118","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Cook County (South)--Bloom & Rich Townships",162177,1 
"17","03151","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Chicago City (Northwest)--Albany Park, Norwood Park, Forest Glen, North Park & OHare",148248,1 
"17","03152","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Chicago City (North)--West Ridge, Lincoln Square & North Center",152730,1 
"17","03153","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Chicago City (North)--Uptown, Edgewater & Rogers Park",169106,1 
"17","03154","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Chicago City (North)--Lake View & Lincoln Park",173542,1 
"17","03155","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Chicago City (Northwest)--Logan Square, Irving Park & Avondale",160976,1 
"17","03156","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park",132383,1 
"17","03157","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Chicago City (West)--Belmont Cragin, Humboldt Park, Hermosa & Montclare",170752,1 
"17","03158","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Chicago City (West)--Austin, North Lawndale & East/West Garfield Park",168776,1 
"17","03159","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Chicago City (West)--West Town & Near West Side",154540,1 
"17","03160","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Chicago City (Central)--Near North Side, Loop & Near South Side",176574,1 
"17","03161","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Chicago City (South)--Hyde Park, Grand Boulevard, Woodlawn, Douglas & Kenwood",142116,1 
"17","03162","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Chicago City (Southwest)--New City, Lower West Side, Bridgeport & McKinley Park",140979,1 
"17","03163","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Chicago City (Southwest)--South Lawndale, Brighton Park & Gage Park",155992,1 
"17","03164","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Chicago City (Southwest)--Ashburn, Garfield Ridge, West Lawn, Clearing & West Elsdon",167262,1 
"17","03165","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Chicago City (South)--Chicago Lawn, Greater Grand Crossing & West Englewood/Englewood",141418,1 
"17","03166","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Chicago City (Southwest)--Auburn Gresham, Washington Heights, Morgan Park & Beverly P",129775,1 
"17","03167","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Chicago City (South)--Roseland, Chatham, West Pullman, Calumet Heights & Avalon Park",135785,1 
"17","03168","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Chicago City (South)--South Shore, South Chicago, East Side & South Deering",124876,1 
"17","03700","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","DeKalb & Ogle Counties",100420,0.6598 
"17","03700","40300","Micro","IL","Rochelle, IL","DeKalb & Ogle Counties",51788,0.3402 
"17","04301","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","DuPage County (Northwest)--Wayne, Bloomingdale (South) & Winfield (North) Townships P",174577,1 
"17","04302","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","DuPage County (Northeast)--Addison & Bloomingdale (North) Townships",116589,1 
"17","04303","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","DuPage County (East Central)--York Township",128425,1 
"17","04304","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","DuPage County (Central)--Milton Township",120181,1 
"17","04305","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","DuPage County (Southwest)--Naperville & Winfield (South) Townships",124144,1 
"17","04306","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","DuPage County (South Central)--Lisle Township",119040,1 
"17","04307","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","DuPage County (Southeast)--Downers Grove Township",149921,1 
"17","04900","20820","Micro","IL","Effingham, IL","Effingham, Fayette, Wayne, Richland, Lawrence, Clay & Jasper Counties",34668,0.2751 
"17","04900","99999"," ","IL","[not in a CBSA]","Effingham, Fayette, Wayne, Richland, Lawrence, Clay & Jasper Counties",91335,0.7249 
"17","07300","15460","Micro","IL","Burlington, IA-IL","Henry, McDonough, Hancock, Warren, Mercer & Henderson Counties",6387,0.048 
"17","07300","19340","Metro","IL","Davenport-Moline-Rock Island, IA-IL","Henry, McDonough, Hancock, Warren, Mercer & Henderson Counties",64983,0.4884 
"17","07300","22800","Micro","IL","Fort Madison-Keokuk, IA-IL-MO","Henry, McDonough, Hancock, Warren, Mercer & Henderson Counties",17620,0.1324 
"17","07300","31380","Micro","IL","Macomb, IL","Henry, McDonough, Hancock, Warren, Mercer & Henderson Counties",27238,0.2047 
"17","07300","99999"," ","IL","[not in a CBSA]","Henry, McDonough, Hancock, Warren, Mercer & Henderson Counties",16835,0.1265 
"17","08901","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Kane County (West)",132955,1 
"17","08902","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Kane County (Northeast)--Dundee & Elgin (North & Central) Townships",138572,1 
"17","08903","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Kane County (East)--St. Charles, Batavia (East) & Geneva (East) Townships",118066,1 
"17","08904","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Kane County (Southeast)--Aurora Township",126929,1 
"17","09100","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Kankakee & Grundy Counties",52533,0.3283 
"17","09100","28100","Metro","IL","Kankakee, IL","Kankakee & Grundy Counties",107502,0.6717 
"17","09300","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Kendall County",131869,1 
"17","09500","23660","Micro","IL","Galesburg, IL","Knox, Woodford, Bureau, Marshall, Putnam & Stark Counties",49967,0.3459 
"17","09500","36837","Micro","IL","Ottawa, IL","Knox, Woodford, Bureau, Marshall, Putnam & Stark Counties",38881,0.2692 
"17","09500","37900","Metro","IL","Peoria, IL","Knox, Woodford, Bureau, Marshall, Putnam & Stark Counties",55609,0.385 
"17","09701","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Lake County (Northwest)--Avon, Lake Villa, Grant & Antioch Townships",159102,1 
"17","09702","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Lake County (Northeast)--Waukegan, Zion, Benton & Newport Townships",140954,1 
"17","09703","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Lake County (East Central)--Warren, Shields & Libertyville (North & West) Townships P",156052,1 
"17","09704","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Lake County (Southwest)--Ela, Fremont, Wauconda & Cuba Townships",119629,1 
"17","09705","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Lake County (Southeast)--Vernon, Moraine & West Deerfield Townships",138605,1 
"17","09900","36837","Micro","IL","Ottawa, IL","LaSalle & Livingston Counties",109658,0.7538 
"17","09900","38700","Micro","IL","Pontiac, IL","LaSalle & Livingston Counties",35815,0.2462 
"17","11101","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","McHenry County (North, West & Central)",137984,1 
"17","11102","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships",172245,1 
"17","11300","14010","Metro","IL","Bloomington, IL","McLean County--Bloomington City & Normal Town",170954,1 
"17","11500","19500","Metro","IL","Decatur, IL","Macon & Christian Counties--Decatur City",103998,0.7534 
"17","11500","45380","Micro","IL","Taylorville, IL","Macon & Christian Counties--Decatur City",34032,0.2466 
"17","11700","27300","Micro","IL","Jacksonville, IL","Macoupin, Morgan, Jersey, Cass, Greene, Scott & Calhoun Counties",37864,0.283 
"17","11700","41180","Metro","IL","St. Louis, MO-IL","Macoupin, Morgan, Jersey, Cass, Greene, Scott & Calhoun Counties",70916,0.53 
"17","11700","99999"," ","IL","[not in a CBSA]","Macoupin, Morgan, Jersey, Cass, Greene, Scott & Calhoun Counties",25027,0.187 
"17","11901","41180","Metro","IL","St. Louis, MO-IL","Madison County (West)",139441,1 
"17","11902","41180","Metro","IL","St. Louis, MO-IL","Madison County (East)",126418,1 
"17","12100","16460","Micro","IL","Centralia, IL","Marion, Jefferson, Clinton, Randolph, Bond & Washington Counties",37729,0.2189 
"17","12100","34500","Micro","IL","Mount Vernon, IL","Marion, Jefferson, Clinton, Randolph, Bond & Washington Counties",37113,0.2153 
"17","12100","41180","Metro","IL","St. Louis, MO-IL","Marion, Jefferson, Clinton, Randolph, Bond & Washington Counties",53624,0.3111 
"17","12100","99999"," ","IL","[not in a CBSA]","Marion, Jefferson, Clinton, Randolph, Bond & Washington Counties",43924,0.2548 
"17","13500","16580","Metro","IL","Champaign-Urbana, IL","Montgomery, Logan, Shelby, Piatt, De Witt, Moultrie & Menard Counties",16673,0.1223 
"17","13500","30660","Micro","IL","Lincoln, IL","Montgomery, Logan, Shelby, Piatt, De Witt, Moultrie & Menard Counties",27987,0.2054 
"17","13500","44100","Metro","IL","Springfield, IL","Montgomery, Logan, Shelby, Piatt, De Witt, Moultrie & Menard Counties",12297,0.0902 
"17","13500","99999"," ","IL","[not in a CBSA]","Montgomery, Logan, Shelby, Piatt, De Witt, Moultrie & Menard Counties",79320,0.582 
"17","14300","37900","Metro","IL","Peoria, IL","Peoria County--Peoria City",181830,1 
"17","16100","19340","Metro","IL","Davenport-Moline-Rock Island, IA-IL","Rock Island County",144672,1 
"17","16301","41180","Metro","IL","St. Louis, MO-IL","St. Clair County (Northwest)",166213,1 
"17","16302","41180","Metro","IL","St. Louis, MO-IL","St. Clair (South & East) & Monroe Counties",126149,1 
"17","16500","16020","Metro","IL","Cape Girardeau, MO-IL","South & Southeast Illinois--Saline, Union & Massac Counties",5240,0.0401 
"17","16500","16060","Metro","IL","Carbondale-Marion, IL","South & Southeast Illinois--Saline, Union & Massac Counties",13308,0.1018 
"17","16500","37140","Micro","IL","Paducah, KY-IL","South & Southeast Illinois--Saline, Union & Massac Counties",14169,0.1084 
"17","16500","99999"," ","IL","[not in a CBSA]","South & Southeast Illinois--Saline, Union & Massac Counties",98039,0.7498 
"17","16700","44100","Metro","IL","Springfield, IL","Sangamon County--Springfield City",196343,1 
"17","17900","37900","Metro","IL","Peoria, IL","Tazewell County",131343,1 
"17","19500","19940","Micro","IL","Dixon, IL","Whiteside, Stephenson, Lee, Jo Daviess & Carroll Counties",34145,0.1983 
"17","19500","23300","Micro","IL","Freeport, IL","Whiteside, Stephenson, Lee, Jo Daviess & Carroll Counties",44630,0.2592 
"17","19500","44580","Micro","IL","Sterling, IL","Whiteside, Stephenson, Lee, Jo Daviess & Carroll Counties",55691,0.3234 
"17","19500","99999"," ","IL","[not in a CBSA]","Whiteside, Stephenson, Lee, Jo Daviess & Carroll Counties",37737,0.2191 
"17","19701","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Will County (Northwest)--Wheatland & DuPage Townships",176242,1 
"17","19702","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Will County (Northwest)--Plainfield & Lockport Townships",141080,1 
"17","19703","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Will County (West Central)--Joliet & Troy Townships",134906,1 
"17","19704","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships",128787,1 
"17","19705","16980","Metro","IL","Chicago-Naperville-Elgin, IL-IN-WI","Will County (South)",115340,1 
"17","19900","16060","Metro","IL","Carbondale-Marion, IL","Williamson, Jackson, Franklin & Perry Counties",120127,0.6716 
"17","19900","99999"," ","IL","[not in a CBSA]","Williamson, Jackson, Franklin & Perry Counties",58749,0.3284 
"17","20101","40420","Metro","IL","Rockford, IL","Winnebago County (Southeast & West)--Rockford City",195637,1 
"18","00101","16980","Metro","IN","Chicago-Naperville-Elgin, IL-IN-WI","Lake County (Northwest)--Hammond & East Chicago Cities",108808,1 
"18","00102","16980","Metro","IN","Chicago-Naperville-Elgin, IL-IN-WI","Lake County (Northeast)--Gary City & Griffith Town",119070,1 
"18","00103","16980","Metro","IN","Chicago-Naperville-Elgin, IL-IN-WI","Lake County (Central)",121541,1 
"18","00104","16980","Metro","IN","Chicago-Naperville-Elgin, IL-IN-WI","Lake County (South)",149281,1 
"18","00200","16980","Metro","IN","Chicago-Naperville-Elgin, IL-IN-WI","Porter County",173215,1 
"18","00300","33140","Metro","IN","Michigan City-La Porte, IN","LaPorte County",112417,1 
"18","00401","43780","Metro","IN","South Bend-Mishawaka, IN-MI","St. Joseph County (North)--South Bend City",117392,1 
"18","00402","43780","Metro","IN","South Bend-Mishawaka, IN-MI","St. Joseph County (Outside South Bend City)--Mishawaka City",155520,1 
"18","00501","21140","Metro","IN","Elkhart-Goshen, IN","Elkhart County--Elkhart City",107003,1 
"18","00502","21140","Metro","IN","Elkhart-Goshen, IN","Elkhart County (Outside Elkhart City)--Goshen City",100044,1 
"18","00600","11420","Micro","IN","Angola, IN","Noble, DeKalb, LaGrange & Steuben Counties",34435,0.2079 
"18","00600","12140","Micro","IN","Auburn, IN","Noble, DeKalb, LaGrange & Steuben Counties",43265,0.2613 
"18","00600","28340","Micro","IN","Kendallville, IN","Noble, DeKalb, LaGrange & Steuben Counties",47457,0.2866 
"18","00600","99999"," ","IN","[not in a CBSA]","Noble, DeKalb, LaGrange & Steuben Counties",40446,0.2442 
"18","00700","16980","Metro","IN","Chicago-Naperville-Elgin, IL-IN-WI","Jasper, Starke, Fulton, Newton & Pulaski Counties",46748,0.4534 
"18","00700","99999"," ","IN","[not in a CBSA]","Jasper, Starke, Fulton, Newton & Pulaski Counties",56365,0.5466 
"18","00800","38500","Micro","IN","Plymouth, IN","Kosciusko & Marshall Counties",46095,0.3649 
"18","00800","47700","Micro","IN","Warsaw, IN","Kosciusko & Marshall Counties",80240,0.6351 
"18","00900","14160","Micro","IN","Bluffton, IN","Huntington, Whitley, Adams & Wells Counties",28180,0.209 
"18","00900","19540","Micro","IN","Decatur, IN","Huntington, Whitley, Adams & Wells Counties",35809,0.2656 
"18","00900","23060","Metro","IN","Fort Wayne, IN","Huntington, Whitley, Adams & Wells Counties",34191,0.2536 
"18","00900","26540","Micro","IN","Huntington, IN","Huntington, Whitley, Adams & Wells Counties",36662,0.2719 
"18","01001","23060","Metro","IN","Fort Wayne, IN","Allen County (Central)--Fort Wayne City (South)",134471,1 
"18","01002","23060","Metro","IN","Fort Wayne, IN","Allen County (Central)--Fort Wayne City (North)",126299,1 
"18","01003","23060","Metro","IN","Fort Wayne, IN","Allen County (Outside Fort Wayne City)",124640,1 
"18","01100","18820","Micro","IN","Crawfordsville, IN","Montgomery, Clinton, White, Carroll & Benton Counties",37936,0.3039 
"18","01100","23140","Micro","IN","Frankfort, IN","Montgomery, Clinton, White, Carroll & Benton Counties",33190,0.2659 
"18","01100","29200","Metro","IN","Lafayette-West Lafayette, IN","Montgomery, Clinton, White, Carroll & Benton Counties",29025,0.2325 
"18","01100","99999"," ","IN","[not in a CBSA]","Montgomery, Clinton, White, Carroll & Benton Counties",24688,0.1978 
"18","01200","29200","Metro","IN","Lafayette-West Lafayette, IN","Tippecanoe County--Lafayette & West Lafayette Cities",186251,1 
"18","01300","29020","Metro","IN","Kokomo, IN","Howard, Cass & Tipton Counties--Kokomo City",83658,0.6111 
"18","01300","30900","Micro","IN","Logansport, IN","Howard, Cass & Tipton Counties--Kokomo City",37870,0.2767 
"18","01300","99999"," ","IN","[not in a CBSA]","Howard, Cass & Tipton Counties--Kokomo City",15359,0.1122 
"18","01400","31980","Micro","IN","Marion, IN","Grant, Miami & Wabash Counties",66674,0.499 
"18","01400","37940","Micro","IN","Peru, IN","Grant, Miami & Wabash Counties",35962,0.2692 
"18","01400","47340","Micro","IN","Wabash, IN","Grant, Miami & Wabash Counties",30976,0.2318 
"18","01500","35220","Micro","IN","New Castle, IN","Henry, Randolph, Jay & Blackford Counties",48914,0.4614 
"18","01500","99999"," ","IN","[not in a CBSA]","Henry, Randolph, Jay & Blackford Counties",57092,0.5386 
"18","01600","29200","Metro","IN","Lafayette-West Lafayette, IN","Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties",8440,0.0813 
"18","01600","45460","Metro","IN","Terre Haute, IN","Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties",78878,0.7599 
"18","01600","99999"," ","IN","[not in a CBSA]","Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties",16479,0.1588 
"18","01700","45460","Metro","IN","Terre Haute, IN","Vigo County--Terre Haute City",106153,1 
"18","01801","26900","Metro","IN","Indianapolis-Carmel-Anderson, IN","Boone & Hamilton (Northwest) Counties",142883,1 
"18","01901","26900","Metro","IN","Indianapolis-Carmel-Anderson, IN","Hamilton County (Central)--Carmel City & Fishers Town (West)",133816,1 
"18","01902","26900","Metro","IN","Indianapolis-Carmel-Anderson, IN","Hamilton County (East)--Noblesville City & Fishers Town (East)",141580,1 
"18","02000","26900","Metro","IN","Indianapolis-Carmel-Anderson, IN","Madison County--Anderson City",130129,1 
"18","02100","34620","Metro","IN","Muncie, IN","Delaware County--Muncie City",111903,1 
"18","02200","26900","Metro","IN","Indianapolis-Carmel-Anderson, IN","Morgan, Putnam & Brown Counties",123981,1 
"18","02300","26900","Metro","IN","Indianapolis-Carmel-Anderson, IN","Hendricks County",174788,1 
"18","02401","26900","Metro","IN","Indianapolis-Carmel-Anderson, IN","Marion County--Pike & Washington (Northwest) Townships & Indianapolis City (Northwest",109582,1 
"18","02402","26900","Metro","IN","Indianapolis-Carmel-Anderson, IN","Marion County--Washington Township (South & East) & Indianapolis City (North)",112126,1 
"18","02403","26900","Metro","IN","Indianapolis-Carmel-Anderson, IN","Marion County--Lawrence Township, Indianapolis (Northeast) & Lawrence Cities",122321,1 
"18","02404","26900","Metro","IN","Indianapolis-Carmel-Anderson, IN","Marion County--Wayne & Decatur (Northwest) Townships & Indianapolis City (West)",153342,1 
"18","02405","26900","Metro","IN","Indianapolis-Carmel-Anderson, IN","Marion County--Center Township & Indianapolis City (Central)",153549,1 
"18","02406","26900","Metro","IN","Indianapolis-Carmel-Anderson, IN","Marion County--Warren & Franklin Townships & Indianapolis City (East & Southeast) PUM",172462,1 
"18","02407","26900","Metro","IN","Indianapolis-Carmel-Anderson, IN","Marion County--Perry & Decatur (South & East) Townships & Indianapolis City (South) P",153821,1 
"18","02500","26900","Metro","IN","Indianapolis-Carmel-Anderson, IN","Johnson County--Greenwood City",161765,1 
"18","02600","26900","Metro","IN","Indianapolis-Carmel-Anderson, IN","Hancock & Shelby Counties",124895,1 
"18","02700","17140","Metro","IN","Cincinnati, OH-KY-IN","Wayne, Fayette, Rush & Union Counties",7087,0.0623 
"18","02700","18220","Micro","IN","Connersville, IN","Wayne, Fayette, Rush & Union Counties",23398,0.2056 
"18","02700","39980","Micro","IN","Richmond, IN","Wayne, Fayette, Rush & Union Counties",66553,0.5849 
"18","02700","99999"," ","IN","[not in a CBSA]","Wayne, Fayette, Rush & Union Counties",16752,0.1472 
"18","02800","13260","Micro","IN","Bedford, IN","Greene, Daviess, Owen, Orange & Martin Counties",45011,0.281 
"18","02800","14020","Metro","IN","Bloomington, IN","Greene, Daviess, Owen, Orange & Martin Counties",21321,0.1331 
"18","02800","47780","Micro","IN","Washington, IN","Greene, Daviess, Owen, Orange & Martin Counties",33381,0.2084 
"18","02800","99999"," ","IN","[not in a CBSA]","Greene, Daviess, Owen, Orange & Martin Counties",60482,0.3776 
"18","02900","14020","Metro","IN","Bloomington, IN","Monroe County--Bloomington City",139718,1 
"18","03000","18020","Metro","IN","Columbus, IN","Bartholomew & Jackson Counties--Columbus City",82208,0.6391 
"18","03000","42980","Micro","IN","Seymour, IN","Bartholomew & Jackson Counties--Columbus City",46428,0.3609 
"18","03100","24700","Micro","IN","Greensburg, IN","Jefferson, Jennings, Decatur & Scott Counties",26472,0.2372 
"18","03100","31500","Micro","IN","Madison, IN","Jefferson, Jennings, Decatur & Scott Counties",33147,0.297 
"18","03100","35860","Micro","IN","North Vernon, IN","Jefferson, Jennings, Decatur & Scott Counties",27613,0.2474 
"18","03100","42500","Micro","IN","Scottsburg, IN","Jefferson, Jennings, Decatur & Scott Counties",24384,0.2185 
"18","03200","17140","Metro","IN","Cincinnati, OH-KY-IN","Dearborn, Franklin, Ripley, Switzerland & Ohio Counties",79404,0.6721 
"18","03200","99999"," ","IN","[not in a CBSA]","Dearborn, Franklin, Ripley, Switzerland & Ohio Counties",38732,0.3279 
"18","03300","21780","Metro","IN","Evansville, IN-KY","Warrick, Gibson & Posey Counties",89120,0.7297 
"18","03300","99999"," ","IN","[not in a CBSA]","Warrick, Gibson & Posey Counties",33011,0.2703 
"18","03400","21780","Metro","IN","Evansville, IN-KY","Vanderburgh County--Evansville City",180136,1 
"18","03500","27540","Micro","IN","Jasper, IN","Dubois, Knox, Spencer, Perry, Pike & Crawford Counties",55887,0.3945 
"18","03500","47180","Micro","IN","Vincennes, IN","Dubois, Knox, Spencer, Perry, Pike & Crawford Counties",36282,0.2561 
"18","03500","99999"," ","IN","[not in a CBSA]","Dubois, Knox, Spencer, Perry, Pike & Crawford Counties",49506,0.3494 
"18","03600","31140","Metro","IN","Louisville/Jefferson County, KY-IN","Floyd, Harrison & Washington Counties",148320,1 
"18","03700","31140","Metro","IN","Louisville/Jefferson County, KY-IN","Clark County--Jeffersonville City",121093,1 
"19","00100","43980","Micro","IA","Spencer, IA","Sioux, Clay, Dickinson, OBrien, Lyon, Emmet, Palo Alto & Osceola Counties",16384,0.1358 
"19","00100","44020","Micro","IA","Spirit Lake, IA","Sioux, Clay, Dickinson, OBrien, Lyon, Emmet, Palo Alto & Osceola Counties",17703,0.1467 
"19","00100","99999"," ","IA","[not in a CBSA]","Sioux, Clay, Dickinson, OBrien, Lyon, Emmet, Palo Alto & Osceola Counties",86564,0.7175 
"19","00200","32380","Micro","IA","Mason City, IA","Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties",50570,0.4473 
