"county","cbsa20","CountyName","CBSAName20","pop20","afact2","afact"
"County code","Core-based statistical area code","County name","2020 CBSA name","Total population (2020 Census)","cbsa20-to-county allocation factor","county-to-cbsa20 allocation factor"
"21205","99999","Rowan KY","[not in a CBSA]",24662,0.0014,1 
"21207","99999","Russell KY","[not in a CBSA]",17991,0.001,1 
"21209","30460","Scott KY","Lexington-Fayette, KY",57155,0.1106,1 
"21211","31140","Shelby KY","Louisville/Jefferson County, KY-IN",48065,0.0374,1 
"21213","99999","Simpson KY","[not in a CBSA]",19594,0.0011,1 
"21215","31140","Spencer KY","Louisville/Jefferson County, KY-IN",19490,0.0152,1 
"21217","15820","Taylor KY","Campbellsville, KY",26023,0.7009,1 
"21219","99999","Todd KY","[not in a CBSA]",12243,0.0007,1 
"21221","17300","Trigg KY","Clarksville, TN-KY",14061,0.0439,1 
"21223","99999","Trimble KY","[not in a CBSA]",8474,0.0005,1 
"21225","99999","Union KY","[not in a CBSA]",13668,0.0008,1 
"21227","14540","Warren KY","Bowling Green, KY",134554,0.749,1 
"21229","99999","Washington KY","[not in a CBSA]",12027,0.0007,1 
"21231","99999","Wayne KY","[not in a CBSA]",19555,0.0011,1 
"21233","99999","Webster KY","[not in a CBSA]",13017,0.0007,1 
"21235","30940","Whitley KY","London, KY",36712,0.245,1 
"21237","99999","Wolfe KY","[not in a CBSA]",6562,0.0004,1 
"21239","30460","Woodford KY","Lexington-Fayette, KY",26871,0.052,1 
"22001","29180","Acadia Parish LA","Lafayette, LA",57576,0.1204,1 
"22003","99999","Allen Parish LA","[not in a CBSA]",22750,0.0013,1 
"22005","12940","Ascension Parish LA","Baton Rouge, LA",126500,0.1453,1 
"22007","12940","Assumption Parish LA","Baton Rouge, LA",21039,0.0242,1 
"22009","99999","Avoyelles Parish LA","[not in a CBSA]",39693,0.0022,1 
"22011","19760","Beauregard Parish LA","DeRidder, LA",36549,1,1 
"22013","99999","Bienville Parish LA","[not in a CBSA]",12981,0.0007,1 
"22015","43340","Bossier Parish LA","Shreveport-Bossier City, LA",128746,0.3273,1 
"22017","43340","Caddo Parish LA","Shreveport-Bossier City, LA",237848,0.6046,1 
"22019","29340","Calcasieu Parish LA","Lake Charles, LA",216785,0.9747,1 
"22021","99999","Caldwell Parish LA","[not in a CBSA]",9645,0.0005,1 
"22023","29340","Cameron Parish LA","Lake Charles, LA",5617,0.0253,1 
"22025","99999","Catahoula Parish LA","[not in a CBSA]",8906,0.0005,1 
"22027","99999","Claiborne Parish LA","[not in a CBSA]",14170,0.0008,1 
"22029","35020","Concordia Parish LA","Natchez, MS-LA",18687,0.3875,1 
"22031","43340","De Soto Parish LA","Shreveport-Bossier City, LA",26812,0.0682,1 
"22033","12940","East Baton Rouge Parish LA","Baton Rouge, LA",456781,0.5247,1 
"22035","99999","East Carroll Parish LA","[not in a CBSA]",7459,0.0004,1 
"22037","12940","East Feliciana Parish LA","Baton Rouge, LA",19539,0.0224,1 
"22039","99999","Evangeline Parish LA","[not in a CBSA]",32350,0.0018,1 
"22041","99999","Franklin Parish LA","[not in a CBSA]",19774,0.0011,1 
"22043","10780","Grant Parish LA","Alexandria, LA",22169,0.1457,1 
"22045","29180","Iberia Parish LA","Lafayette, LA",69929,0.1462,1 
"22047","12940","Iberville Parish LA","Baton Rouge, LA",30241,0.0347,1 
"22049","99999","Jackson Parish LA","[not in a CBSA]",15031,0.0008,1 
"22051","35380","Jefferson Parish LA","New Orleans-Metairie, LA",440781,0.3466,1 
"22053","27660","Jefferson Davis Parish LA","Jennings, LA",32250,1,1 
"22055","29180","Lafayette Parish LA","Lafayette, LA",241753,0.5054,1 
"22057","26380","Lafourche Parish LA","Houma-Thibodaux, LA",97557,0.471,1 
"22059","99999","La Salle Parish LA","[not in a CBSA]",14791,0.0008,1 
"22061","40820","Lincoln Parish LA","Ruston, LA",48396,1,1 
"22063","12940","Livingston Parish LA","Baton Rouge, LA",142282,0.1634,1 
"22065","99999","Madison Parish LA","[not in a CBSA]",10017,0.0006,1 
"22067","33740","Morehouse Parish LA","Monroe, LA",25629,0.1237,1 
"22069","35060","Natchitoches Parish LA","Natchitoches, LA",37515,1,1 
"22071","35380","Orleans Parish LA","New Orleans-Metairie, LA",383997,0.3019,1 
"22073","33740","Ouachita Parish LA","Monroe, LA",160368,0.7743,1 
"22075","35380","Plaquemines Parish LA","New Orleans-Metairie, LA",23515,0.0185,1 
"22077","12940","Pointe Coupee Parish LA","Baton Rouge, LA",20758,0.0238,1 
"22079","10780","Rapides Parish LA","Alexandria, LA",130023,0.8543,1 
"22081","99999","Red River Parish LA","[not in a CBSA]",7620,0.0004,1 
"22083","99999","Richland Parish LA","[not in a CBSA]",20043,0.0011,1 
"22085","99999","Sabine Parish LA","[not in a CBSA]",22155,0.0012,1 
"22087","35380","St. Bernard Parish LA","New Orleans-Metairie, LA",43764,0.0344,1 
"22089","35380","St. Charles Parish LA","New Orleans-Metairie, LA",52549,0.0413,1 
"22091","12940","St. Helena Parish LA","Baton Rouge, LA",10920,0.0125,1 
"22093","35380","St. James Parish LA","New Orleans-Metairie, LA",20192,0.0159,1 
"22095","35380","St. John the Baptist Parish LA","New Orleans-Metairie, LA",42477,0.0334,1 
"22097","36660","St. Landry Parish LA","Opelousas, LA",82540,1,1 
"22099","29180","St. Martin Parish LA","Lafayette, LA",51767,0.1082,1 
"22101","34020","St. Mary Parish LA","Morgan City, LA",49406,1,1 
"22103","35380","St. Tammany Parish LA","New Orleans-Metairie, LA",264570,0.208,1 
"22105","25220","Tangipahoa Parish LA","Hammond, LA",133157,1,1 
"22107","99999","Tensas Parish LA","[not in a CBSA]",4147,0.0002,1 
"22109","26380","Terrebonne Parish LA","Houma-Thibodaux, LA",109580,0.529,1 
"22111","33740","Union Parish LA","Monroe, LA",21107,0.1019,1 
"22113","29180","Vermilion Parish LA","Lafayette, LA",57359,0.1199,1 
"22115","22860","Vernon Parish LA","Fort Polk South, LA",48750,1,1 
"22117","14220","Washington Parish LA","Bogalusa, LA",45463,1,1 
"22119","33380","Webster Parish LA","Minden, LA",36967,1,1 
"22121","12940","West Baton Rouge Parish LA","Baton Rouge, LA",27199,0.0312,1 
"22123","99999","West Carroll Parish LA","[not in a CBSA]",9751,0.0005,1 
"22125","12940","West Feliciana Parish LA","Baton Rouge, LA",15310,0.0176,1 
"22127","99999","Winn Parish LA","[not in a CBSA]",13755,0.0008,1 
"23001","30340","Androscoggin ME","Lewiston-Auburn, ME",111139,1,1 
"23003","99999","Aroostook ME","[not in a CBSA]",67105,0.0037,1 
"23005","38860","Cumberland ME","Portland-South Portland, ME",303069,0.5493,1 
"23007","99999","Franklin ME","[not in a CBSA]",29456,0.0016,1 
"23009","99999","Hancock ME","[not in a CBSA]",55478,0.0031,1 
"23011","12300","Kennebec ME","Augusta-Waterville, ME",123642,1,1 
"23013","99999","Knox ME","[not in a CBSA]",40607,0.0023,1 
"23015","99999","Lincoln ME","[not in a CBSA]",35237,0.002,1 
"23017","99999","Oxford ME","[not in a CBSA]",57777,0.0032,1 
"23019","12620","Penobscot ME","Bangor, ME",152199,1,1 
"23021","99999","Piscataquis ME","[not in a CBSA]",16800,0.0009,1 
"23023","38860","Sagadahoc ME","Portland-South Portland, ME",36699,0.0665,1 
"23025","99999","Somerset ME","[not in a CBSA]",50477,0.0028,1 
"23027","99999","Waldo ME","[not in a CBSA]",39607,0.0022,1 
"23029","99999","Washington ME","[not in a CBSA]",31095,0.0017,1 
"23031","38860","York ME","Portland-South Portland, ME",211972,0.3842,1 
"24001","19060","Allegany MD","Cumberland, MD-WV",68106,0.7166,1 
"24003","12580","Anne Arundel MD","Baltimore-Columbia-Towson, MD",588261,0.2068,1 
"24005","12580","Baltimore MD","Baltimore-Columbia-Towson, MD",854535,0.3004,1 
"24009","47900","Calvert MD","Washington-Arlington-Alexandria, DC-VA-MD-WV",92783,0.0145,1 
"24011","99999","Caroline MD","[not in a CBSA]",33293,0.0019,1 
"24013","12580","Carroll MD","Baltimore-Columbia-Towson, MD",172891,0.0608,1 
"24015","37980","Cecil MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",103725,0.0166,1 
"24017","47900","Charles MD","Washington-Arlington-Alexandria, DC-VA-MD-WV",166617,0.0261,1 
"24019","15700","Dorchester MD","Cambridge, MD",32531,1,1 
"24021","47900","Frederick MD","Washington-Arlington-Alexandria, DC-VA-MD-WV",271717,0.0426,1 
"24023","99999","Garrett MD","[not in a CBSA]",28806,0.0016,1 
"24025","12580","Harford MD","Baltimore-Columbia-Towson, MD",260924,0.0917,1 
"24027","12580","Howard MD","Baltimore-Columbia-Towson, MD",332317,0.1168,1 
"24029","99999","Kent MD","[not in a CBSA]",19198,0.0011,1 
"24031","47900","Montgomery MD","Washington-Arlington-Alexandria, DC-VA-MD-WV",1062061,0.1663,1 
"24033","47900","Prince Georges MD","Washington-Arlington-Alexandria, DC-VA-MD-WV",967201,0.1515,1 
"24035","12580","Queen Annes MD","Baltimore-Columbia-Towson, MD",49874,0.0175,1 
"24037","15680","St. Marys MD","California-Lexington Park, MD",113777,1,1 
"24039","41540","Somerset MD","Salisbury, MD-DE",24620,0.0589,1 
"24041","20660","Talbot MD","Easton, MD",37526,1,1 
"24043","25180","Washington MD","Hagerstown-Martinsburg, MD-WV",154705,0.5265,1 
"24045","41540","Wicomico MD","Salisbury, MD-DE",103588,0.2478,1 
"24047","41540","Worcester MD","Salisbury, MD-DE",52460,0.1255,1 
"24510","12580","Baltimore city MD","Baltimore-Columbia-Towson, MD",585708,0.2059,1 
"25001","12700","Barnstable MA","Barnstable Town, MA",228996,1,1 
"25003","38340","Berkshire MA","Pittsfield, MA",129026,1,1 
"25005","39300","Bristol MA","Providence-Warwick, RI-MA",579200,0.3455,1 
"25007","47240","Dukes MA","Vineyard Haven, MA",20600,1,1 
"25009","14460","Essex MA","Boston-Cambridge-Newton, MA-NH",809829,0.1639,1 
"25011","44140","Franklin MA","Springfield, MA",71029,0.1016,1 
"25013","44140","Hampden MA","Springfield, MA",465825,0.6663,1 
"25015","44140","Hampshire MA","Springfield, MA",162308,0.2321,1 
"25017","14460","Middlesex MA","Boston-Cambridge-Newton, MA-NH",1632002,0.3303,1 
"25019","99999","Nantucket MA","[not in a CBSA]",14255,0.0008,1 
"25021","14460","Norfolk MA","Boston-Cambridge-Newton, MA-NH",725981,0.1469,1 
"25023","14460","Plymouth MA","Boston-Cambridge-Newton, MA-NH",530819,0.1074,1 
"25025","14460","Suffolk MA","Boston-Cambridge-Newton, MA-NH",797936,0.1615,1 
"25027","49340","Worcester MA","Worcester, MA-CT",862111,0.881,1 
"26001","99999","Alcona MI","[not in a CBSA]",10167,0.0006,1 
"26003","99999","Alger MI","[not in a CBSA]",8842,0.0005,1 
"26005","26090","Allegan MI","Holland, MI",120502,1,1 
"26007","10980","Alpena MI","Alpena, MI",28907,1,1 
"26009","99999","Antrim MI","[not in a CBSA]",23431,0.0013,1 
"26011","99999","Arenac MI","[not in a CBSA]",15002,0.0008,1 
"26013","99999","Baraga MI","[not in a CBSA]",8158,0.0005,1 
"26015","99999","Barry MI","[not in a CBSA]",62423,0.0035,1 
"26017","13020","Bay MI","Bay City, MI",103856,1,1 
"26019","45900","Benzie MI","Traverse City, MI",17970,0.1171,1 
"26021","35660","Berrien MI","Niles, MI",154316,1,1 
"26023","17740","Branch MI","Coldwater, MI",44862,1,1 
"26025","12980","Calhoun MI","Battle Creek, MI",134310,1,1 
"26027","43780","Cass MI","South Bend-Mishawaka, IN-MI",51589,0.159,1 
"26029","99999","Charlevoix MI","[not in a CBSA]",26054,0.0014,1 
"26031","99999","Cheboygan MI","[not in a CBSA]",25579,0.0014,1 
"26033","42300","Chippewa MI","Sault Ste. Marie, MI",36785,1,1 
"26035","99999","Clare MI","[not in a CBSA]",30856,0.0017,1 
"26037","29620","Clinton MI","Lansing-East Lansing, MI",79128,0.1462,1 
"26039","99999","Crawford MI","[not in a CBSA]",12988,0.0007,1 
"26041","21540","Delta MI","Escanaba, MI",36903,1,1 
"26043","27020","Dickinson MI","Iron Mountain, MI-WI",25947,0.8506,1 
"26045","29620","Eaton MI","Lansing-East Lansing, MI",109175,0.2017,1 
"26047","99999","Emmet MI","[not in a CBSA]",34112,0.0019,1 
"26049","22420","Genesee MI","Flint, MI",406211,1,1 
"26051","99999","Gladwin MI","[not in a CBSA]",25386,0.0014,1 
"26053","99999","Gogebic MI","[not in a CBSA]",14380,0.0008,1 
"26055","45900","Grand Traverse MI","Traverse City, MI",95238,0.6207,1 
"26057","10940","Gratiot MI","Alma, MI",41761,1,1 
"26059","25880","Hillsdale MI","Hillsdale, MI",45746,1,1 
"26061","26340","Houghton MI","Houghton, MI",37361,0.9481,1 
"26063","99999","Huron MI","[not in a CBSA]",31407,0.0017,1 
"26065","29620","Ingham MI","Lansing-East Lansing, MI",284900,0.5263,1 
"26067","24340","Ionia MI","Grand Rapids-Kentwood, MI",66804,0.0614,1 
"26069","99999","Iosco MI","[not in a CBSA]",25237,0.0014,1 
"26071","99999","Iron MI","[not in a CBSA]",11631,0.0006,1 
"26073","34380","Isabella MI","Mount Pleasant, MI",64394,1,1 
"26075","27100","Jackson MI","Jackson, MI",160366,1,1 
"26077","28020","Kalamazoo MI","Kalamazoo-Portage, MI",261670,1,1 
"26079","45900","Kalkaska MI","Traverse City, MI",17939,0.1169,1 
"26081","24340","Kent MI","Grand Rapids-Kentwood, MI",657974,0.605,1 
"26083","26340","Keweenaw MI","Houghton, MI",2046,0.0519,1 
"26085","99999","Lake MI","[not in a CBSA]",12096,0.0007,1 
"26087","19820","Lapeer MI","Detroit-Warren-Dearborn, MI",88619,0.0202,1 
"26089","45900","Leelanau MI","Traverse City, MI",22301,0.1453,1 
"26091","10300","Lenawee MI","Adrian, MI",99423,1,1 
"26093","19820","Livingston MI","Detroit-Warren-Dearborn, MI",193866,0.0441,1 
"26095","99999","Luce MI","[not in a CBSA]",5339,0.0003,1 
"26097","99999","Mackinac MI","[not in a CBSA]",10834,0.0006,1 
"26099","19820","Macomb MI","Detroit-Warren-Dearborn, MI",881217,0.2006,1 
"26101","99999","Manistee MI","[not in a CBSA]",25032,0.0014,1 
"26103","32100","Marquette MI","Marquette, MI",66017,1,1 
"26105","31220","Mason MI","Ludington, MI",29052,1,1 
"26107","13660","Mecosta MI","Big Rapids, MI",39714,1,1 
"26109","31940","Menominee MI","Marinette, WI-MI",23502,0.3595,1 
"26111","33220","Midland MI","Midland, MI",83494,1,1 
"26113","15620","Missaukee MI","Cadillac, MI",15052,0.3089,1 
"26115","33780","Monroe MI","Monroe, MI",154809,1,1 
"26117","24340","Montcalm MI","Grand Rapids-Kentwood, MI",66614,0.0612,1 
"26119","99999","Montmorency MI","[not in a CBSA]",9153,0.0005,1 
"26121","34740","Muskegon MI","Muskegon, MI",175824,1,1 
"26123","99999","Newaygo MI","[not in a CBSA]",49978,0.0028,1 
"26125","19820","Oakland MI","Detroit-Warren-Dearborn, MI",1274395,0.2902,1 
"26127","99999","Oceana MI","[not in a CBSA]",26659,0.0015,1 
"26129","99999","Ogemaw MI","[not in a CBSA]",20770,0.0012,1 
"26131","99999","Ontonagon MI","[not in a CBSA]",5816,0.0003,1 
"26133","99999","Osceola MI","[not in a CBSA]",22891,0.0013,1 
"26135","99999","Oscoda MI","[not in a CBSA]",8219,0.0005,1 
"26137","99999","Otsego MI","[not in a CBSA]",25091,0.0014,1 
"26139","24340","Ottawa MI","Grand Rapids-Kentwood, MI",296200,0.2723,1 
"26141","99999","Presque Isle MI","[not in a CBSA]",12982,0.0007,1 
"26143","99999","Roscommon MI","[not in a CBSA]",23459,0.0013,1 
"26145","40980","Saginaw MI","Saginaw, MI",190124,1,1 
"26147","19820","St. Clair MI","Detroit-Warren-Dearborn, MI",160383,0.0365,1 
"26149","44780","St. Joseph MI","Sturgis, MI",60939,1,1 
"26151","99999","Sanilac MI","[not in a CBSA]",40611,0.0023,1 
"26153","99999","Schoolcraft MI","[not in a CBSA]",8047,0.0004,1 
"26155","29620","Shiawassee MI","Lansing-East Lansing, MI",68094,0.1258,1 
"26157","99999","Tuscola MI","[not in a CBSA]",53323,0.003,1 
"26159","99999","Van Buren MI","[not in a CBSA]",75587,0.0042,1 
"26161","11460","Washtenaw MI","Ann Arbor, MI",372258,1,1 
"26163","19820","Wayne MI","Detroit-Warren-Dearborn, MI",1793561,0.4084,1 
"26165","15620","Wexford MI","Cadillac, MI",33673,0.6911,1 
"27001","99999","Aitkin MN","[not in a CBSA]",15697,0.0009,1 
"27003","33460","Anoka MN","Minneapolis-St. Paul-Bloomington, MN-WI",363887,0.0986,1 
"27005","99999","Becker MN","[not in a CBSA]",35183,0.002,1 
"27007","13420","Beltrami MN","Bemidji, MN",46228,1,1 
"27009","41060","Benton MN","St. Cloud, MN",41379,0.2072,1 
"27011","99999","Big Stone MN","[not in a CBSA]",5166,0.0003,1 
"27013","31860","Blue Earth MN","Mankato, MN",69112,0.6673,1 
"27015","35580","Brown MN","New Ulm, MN",25912,1,1 
"27017","20260","Carlton MN","Duluth, MN-WI",36207,0.1242,1 
"27019","33460","Carver MN","Minneapolis-St. Paul-Bloomington, MN-WI",106922,0.029,1 
"27021","14660","Cass MN","Brainerd, MN",30066,0.3126,1 
"27023","99999","Chippewa MN","[not in a CBSA]",12598,0.0007,1 
"27025","33460","Chisago MN","Minneapolis-St. Paul-Bloomington, MN-WI",56621,0.0153,1 
"27027","22020","Clay MN","Fargo, ND-MN",65318,0.2614,1 
"27029","99999","Clearwater MN","[not in a CBSA]",8524,0.0005,1 
"27031","99999","Cook MN","[not in a CBSA]",5600,0.0003,1 
"27033","99999","Cottonwood MN","[not in a CBSA]",11517,0.0006,1 
"27035","14660","Crow Wing MN","Brainerd, MN",66123,0.6874,1 
"27037","33460","Dakota MN","Minneapolis-St. Paul-Bloomington, MN-WI",439882,0.1192,1 
"27039","40340","Dodge MN","Rochester, MN",20867,0.0922,1 
"27041","10820","Douglas MN","Alexandria, MN",39006,1,1 
"27043","99999","Faribault MN","[not in a CBSA]",13921,0.0008,1 
"27045","40340","Fillmore MN","Rochester, MN",21228,0.0938,1 
"27047","10660","Freeborn MN","Albert Lea, MN",30895,1,1 
"27049","39860","Goodhue MN","Red Wing, MN",47582,1,1 
"27051","99999","Grant MN","[not in a CBSA]",6074,0.0003,1 
"27053","33460","Hennepin MN","Minneapolis-St. Paul-Bloomington, MN-WI",1281565,0.3473,1 
"27055","29100","Houston MN","La Crosse-Onalaska, WI-MN",18843,0.135,1 
"27057","99999","Hubbard MN","[not in a CBSA]",21344,0.0012,1 
"27059","33460","Isanti MN","Minneapolis-St. Paul-Bloomington, MN-WI",41135,0.0111,1 
"27061","24330","Itasca MN","Grand Rapids, MN",45014,1,1 
"27063","99999","Jackson MN","[not in a CBSA]",9989,0.0006,1 
"27065","99999","Kanabec MN","[not in a CBSA]",16032,0.0009,1 
"27067","48820","Kandiyohi MN","Willmar, MN",43732,1,1 
"27069","99999","Kittson MN","[not in a CBSA]",4207,0.0002,1 
"27071","99999","Koochiching MN","[not in a CBSA]",12062,0.0007,1 
"27073","99999","Lac qui Parle MN","[not in a CBSA]",6719,0.0004,1 
"27075","20260","Lake MN","Duluth, MN-WI",10905,0.0374,1 
"27077","99999","Lake of the Woods MN","[not in a CBSA]",3763,0.0002,1 
"27079","33460","Le Sueur MN","Minneapolis-St. Paul-Bloomington, MN-WI",28674,0.0078,1 
"27081","99999","Lincoln MN","[not in a CBSA]",5640,0.0003,1 
"27083","32140","Lyon MN","Marshall, MN",25269,1,1 
"27085","26780","McLeod MN","Hutchinson, MN",36771,1,1 
"27087","99999","Mahnomen MN","[not in a CBSA]",5411,0.0003,1 
"27089","99999","Marshall MN","[not in a CBSA]",9040,0.0005,1 
"27091","21860","Martin MN","Fairmont, MN",20025,1,1 
"27093","99999","Meeker MN","[not in a CBSA]",23400,0.0013,1 
"27095","33460","Mille Lacs MN","Minneapolis-St. Paul-Bloomington, MN-WI",26459,0.0072,1 
"27097","99999","Morrison MN","[not in a CBSA]",34010,0.0019,1 
"27099","12380","Mower MN","Austin, MN",40029,1,1 
"27101","99999","Murray MN","[not in a CBSA]",8179,0.0005,1 
"27103","31860","Nicollet MN","Mankato, MN",34454,0.3327,1 
"27105","49380","Nobles MN","Worthington, MN",22290,1,1 
"27107","99999","Norman MN","[not in a CBSA]",6441,0.0004,1 
"27109","40340","Olmsted MN","Rochester, MN",162847,0.7195,1 
"27111","22260","Otter Tail MN","Fergus Falls, MN",60081,1,1 
"27113","99999","Pennington MN","[not in a CBSA]",13992,0.0008,1 
"27115","99999","Pine MN","[not in a CBSA]",28876,0.0016,1 
"27117","99999","Pipestone MN","[not in a CBSA]",9424,0.0005,1 
"27119","24220","Polk MN","Grand Forks, ND-MN",31192,0.2989,1 
"27121","99999","Pope MN","[not in a CBSA]",11308,0.0006,1 
"27123","33460","Ramsey MN","Minneapolis-St. Paul-Bloomington, MN-WI",552352,0.1497,1 
"27125","99999","Red Lake MN","[not in a CBSA]",3935,0.0002,1 
"27127","99999","Redwood MN","[not in a CBSA]",15425,0.0009,1 
"27129","99999","Renville MN","[not in a CBSA]",14723,0.0008,1 
"27131","22060","Rice MN","Faribault-Northfield, MN",67097,1,1 
"27133","99999","Rock MN","[not in a CBSA]",9704,0.0005,1 
"27135","99999","Roseau MN","[not in a CBSA]",15331,0.0009,1 
"27137","20260","St. Louis MN","Duluth, MN-WI",200231,0.6866,1 
"27139","33460","Scott MN","Minneapolis-St. Paul-Bloomington, MN-WI",150928,0.0409,1 
"27141","33460","Sherburne MN","Minneapolis-St. Paul-Bloomington, MN-WI",97183,0.0263,1 
"27143","99999","Sibley MN","[not in a CBSA]",14836,0.0008,1 
"27145","41060","Stearns MN","St. Cloud, MN",158292,0.7928,1 
"27147","36940","Steele MN","Owatonna, MN",37406,1,1 
"27149","99999","Stevens MN","[not in a CBSA]",9671,0.0005,1 
"27151","99999","Swift MN","[not in a CBSA]",9838,0.0005,1 
"27153","99999","Todd MN","[not in a CBSA]",25262,0.0014,1 
"27155","99999","Traverse MN","[not in a CBSA]",3360,0.0002,1 
"27157","40340","Wabasha MN","Rochester, MN",21387,0.0945,1 
"27159","99999","Wadena MN","[not in a CBSA]",14065,0.0008,1 
"27161","99999","Waseca MN","[not in a CBSA]",18968,0.0011,1 
"27163","33460","Washington MN","Minneapolis-St. Paul-Bloomington, MN-WI",267568,0.0725,1 
"27165","99999","Watonwan MN","[not in a CBSA]",11253,0.0006,1 
