cbsa20,cbsatype20,CBSAName20,state_puma
12300,Micro,"Augusta-Waterville, ME",23-00400
41140,Metro,"St. Joseph, MO-KS",29-00200
28140,Metro,"Kansas City, MO-KS",29-01000
28140,Metro,"Kansas City, MO-KS",29-00902
28140,Metro,"Kansas City, MO-KS",29-00901
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04615
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04616
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04617
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04618
17860,Metro,"Columbia, MO",29-00601
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04619
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04620
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04621
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04622
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04623
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04624
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04625
10180,Metro,"Abilene, TX",48-02700
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04626
25060,Metro,"Gulfport-Biloxi, MS",28-02100
25060,Metro,"Gulfport-Biloxi, MS",28-02002
25060,Metro,"Gulfport-Biloxi, MS",28-02001
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04627
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04628
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04629
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04630
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04631
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04633
27140,Metro,"Jackson, MS",28-01300
27140,Metro,"Jackson, MS",28-01101
26620,Metro,"Huntsville, AL",01-00200
27140,Metro,"Jackson, MS",28-00900
28140,Metro,"Kansas City, MO-KS",29-01101
28140,Metro,"Kansas City, MO-KS",29-01102
28140,Metro,"Kansas City, MO-KS",29-01103
28140,Metro,"Kansas City, MO-KS",29-01104
27900,Metro,"Joplin, MO",29-02900
44180,Metro,"Springfield, MO",29-02703
44180,Metro,"Springfield, MO",29-02702
44180,Metro,"Springfield, MO",29-02701
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04607
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04608
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04609
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04610
41180,Metro,"St. Louis, MO-IL",29-02102
41180,Metro,"St. Louis, MO-IL",29-02101
41180,Metro,"St. Louis, MO-IL",29-02002
41180,Metro,"St. Louis, MO-IL",29-02001
41180,Metro,"St. Louis, MO-IL",29-01908
41180,Metro,"St. Louis, MO-IL",29-01907
41180,Metro,"St. Louis, MO-IL",29-01906
41180,Metro,"St. Louis, MO-IL",29-01905
41180,Metro,"St. Louis, MO-IL",29-01904
41180,Metro,"St. Louis, MO-IL",29-01903
41180,Metro,"St. Louis, MO-IL",29-01902
41180,Metro,"St. Louis, MO-IL",29-01901
41180,Metro,"St. Louis, MO-IL",29-01803
41180,Metro,"St. Louis, MO-IL",29-01802
41180,Metro,"St. Louis, MO-IL",29-01801
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04611
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04612
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04613
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04614
28140,Metro,"Kansas City, MO-KS",29-01200
28140,Metro,"Kansas City, MO-KS",29-01105
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04634
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04635
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04636
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01609
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01607
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01606
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01605
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01604
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01603
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01602
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01601
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01505
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01504
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01503
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01502
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01501
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01402
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01401
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01303
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01302
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01301
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01200
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01101
12420,Metro,"Austin-Round Rock-Georgetown, TX",48-05302
41060,Metro,"St. Cloud, MN",27-00901
12420,Metro,"Austin-Round Rock-Georgetown, TX",48-05303
12420,Metro,"Austin-Round Rock-Georgetown, TX",48-05304
20260,Metro,"Duluth, MN-WI",27-00401
12420,Metro,"Austin-Round Rock-Georgetown, TX",48-05305
12420,Metro,"Austin-Round Rock-Georgetown, TX",48-05306
12420,Metro,"Austin-Round Rock-Georgetown, TX",48-05307
12420,Metro,"Austin-Round Rock-Georgetown, TX",48-05308
12420,Metro,"Austin-Round Rock-Georgetown, TX",48-05309
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01608
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01610
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04637
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01611
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04638
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04639
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04640
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04701
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04702
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04801
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04802
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04803
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04901
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04902
32820,Metro,"Memphis, TN-MS-AR",28-00100
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04903
40340,Metro,"Rochester, MN",27-02700
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04904
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04906
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04907
31860,Metro,"Mankato, MN",27-02400
12420,Metro,"Austin-Round Rock-Georgetown, TX",48-05201
12420,Metro,"Austin-Round Rock-Georgetown, TX",48-05202
12420,Metro,"Austin-Round Rock-Georgetown, TX",48-05203
12420,Metro,"Austin-Round Rock-Georgetown, TX",48-05204
12420,Metro,"Austin-Round Rock-Georgetown, TX",48-05301
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-02001
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01900
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01800
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01704
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01703
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01702
33460,Metro,"Minneapolis-St. Paul-Bloomington, MN-WI",27-01701
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04606
14580,Micro,"Bozeman, MT",30-00400
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04605
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01405
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01403
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01402
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01401
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01205
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01204
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01203
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01202
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01201
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01106
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01105
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01104
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01103
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01102
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01101
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01003
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01002
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01001
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00907
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00906
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00905
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00904
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00903
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00902
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00901
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00800
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00605
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00604
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00603
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00602
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01404
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01406
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00504
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01407
33260,Metro,"Midland, TX",48-03000
22140,Metro,"Farmington, NM",35-00200
36220,Metro,"Odessa, TX",48-03100
21340,Metro,"El Paso, TX",48-03305
21340,Metro,"El Paso, TX",48-03306
47220,Metro,"Vineland-Bridgeton, NJ",34-02401
45940,Metro,"Trenton-Princeton, NJ",34-02303
45940,Metro,"Trenton-Princeton, NJ",34-02302
45940,Metro,"Trenton-Princeton, NJ",34-02301
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34-02202
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34-02201
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34-02104
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34-02103
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34-02102
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34-02101
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34-02003
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34-02002
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34-02001
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01905
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01904
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01903
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01902
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01901
10900,Metro,"Allentown-Bethlehem-Easton, PA-NJ",34-01700
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01600
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01504
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01503
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01502
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-01501
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00601
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00503
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04604
29820,Metro,"Las Vegas-Henderson-Paradise, NV",32-00405
29820,Metro,"Las Vegas-Henderson-Paradise, NV",32-00403
29820,Metro,"Las Vegas-Henderson-Paradise, NV",32-00402
29820,Metro,"Las Vegas-Henderson-Paradise, NV",32-00401
28660,Metro,"Killeen-Temple, TX",48-03501
28660,Metro,"Killeen-Temple, TX",48-03502
47380,Metro,"Waco, TX",48-03801
47380,Metro,"Waco, TX",48-03802
13140,Metro,"Beaumont-Port Arthur, TX",48-04200
39900,Metro,"Reno, NV",32-00103
39900,Metro,"Reno, NV",32-00102
39900,Metro,"Reno, NV",32-00101
36540,Metro,"Omaha-Council Bluffs, NE-IA",31-00904
36540,Metro,"Omaha-Council Bluffs, NE-IA",31-00903
36540,Metro,"Omaha-Council Bluffs, NE-IA",31-00902
36540,Metro,"Omaha-Council Bluffs, NE-IA",31-00901
30700,Metro,"Lincoln, NE",31-00802
30700,Metro,"Lincoln, NE",31-00801
36540,Metro,"Omaha-Council Bluffs, NE-IA",31-00702
13140,Metro,"Beaumont-Port Arthur, TX",48-04301
13140,Metro,"Beaumont-Port Arthur, TX",48-04302
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04400
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04501
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04502
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04503
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04504
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04601
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04602
26420,Metro,"Houston-The Woodlands-Sugar Land, TX",48-04603
13740,Metro,"Billings, MT",30-00800
29820,Metro,"Las Vegas-Henderson-Paradise, NV",32-00404
29820,Metro,"Las Vegas-Henderson-Paradise, NV",32-00406
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00502
29820,Metro,"Las Vegas-Henderson-Paradise, NV",32-00407
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00501
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00308
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00307
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00306
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00305
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00304
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00303
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00302
35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA",34-00301
12100,Metro,"Atlantic City-Hammonton, NJ",34-00102
12100,Metro,"Atlantic City-Hammonton, NJ",34-00101
14460,Metro,"Boston-Cambridge-Newton, MA-NH",33-00801
21340,Metro,"El Paso, TX",48-03307
21340,Metro,"El Paso, TX",48-03308
31700,Metro,"Manchester-Nashua, NH",33-00603
31700,Metro,"Manchester-Nashua, NH",33-00602
31700,Metro,"Manchester-Nashua, NH",33-00601
21340,Metro,"El Paso, TX",48-03309
18180,Micro,"Concord, NH",33-00401
14460,Metro,"Boston-Cambridge-Newton, MA-NH",33-00301
21340,Metro,"El Paso, TX",48-03310
29820,Metro,"Las Vegas-Henderson-Paradise, NV",32-00415
29820,Metro,"Las Vegas-Henderson-Paradise, NV",32-00414
29820,Metro,"Las Vegas-Henderson-Paradise, NV",32-00413
29820,Metro,"Las Vegas-Henderson-Paradise, NV",32-00412
29820,Metro,"Las Vegas-Henderson-Paradise, NV",32-00411
29820,Metro,"Las Vegas-Henderson-Paradise, NV",32-00410
29820,Metro,"Las Vegas-Henderson-Paradise, NV",32-00409
29820,Metro,"Las Vegas-Henderson-Paradise, NV",32-00408
33780,Metro,"Monroe, MI",26-03300
19820,Metro,"Detroit-Warren-Dearborn, MI",26-03213
19820,Metro,"Detroit-Warren-Dearborn, MI",26-03212
38860,Metro,"Portland-South Portland, ME",23-01000
38860,Metro,"Portland-South Portland, ME",23-00800
38860,Metro,"Portland-South Portland, ME",23-00700
30340,Metro,"Lewiston-Auburn, ME",23-00600
28940,Metro,"Knoxville, TN",47-01600
12620,Metro,"Bangor, ME",23-00300
41700,Metro,"San Antonio-New Braunfels, TX",48-05915
35380,Metro,"New Orleans-Metairie, LA",22-02501
35380,Metro,"New Orleans-Metairie, LA",22-02403
35380,Metro,"New Orleans-Metairie, LA",22-02402
35380,Metro,"New Orleans-Metairie, LA",22-02401
35380,Metro,"New Orleans-Metairie, LA",22-02303
35380,Metro,"New Orleans-Metairie, LA",22-02302
35380,Metro,"New Orleans-Metairie, LA",22-02301
35380,Metro,"New Orleans-Metairie, LA",22-02202
35380,Metro,"New Orleans-Metairie, LA",22-02201
41700,Metro,"San Antonio-New Braunfels, TX",48-05916
35380,Metro,"New Orleans-Metairie, LA",22-01900
12940,Metro,"Baton Rouge, LA",22-01700
12940,Metro,"Baton Rouge, LA",22-01600
12940,Metro,"Baton Rouge, LA",22-01504
12940,Metro,"Baton Rouge, LA",22-01503
12940,Metro,"Baton Rouge, LA",22-01502
12940,Metro,"Baton Rouge, LA",22-01501
12940,Metro,"Baton Rouge, LA",22-01400
29180,Metro,"Lafayette, LA",22-01300
29180,Metro,"Lafayette, LA",22-01202
29180,Metro,"Lafayette, LA",22-01201
29180,Metro,"Lafayette, LA",22-01100
29700,Metro,"Laredo, TX",48-06301
38860,Metro,"Portland-South Portland, ME",23-00900
41700,Metro,"San Antonio-New Braunfels, TX",48-05914
18580,Metro,"Corpus Christi, TX",48-06601
25180,Metro,"Hagerstown-Martinsburg, MD-WV",24-00201
47900,Metro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24-01008
47900,Metro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24-01007
47900,Metro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24-01006
47900,Metro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24-01005
47900,Metro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24-01004
47900,Metro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24-01003
47900,Metro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24-01002
47900,Metro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24-01001
12580,Metro,"Baltimore-Columbia-Towson, MD",24-00903
12580,Metro,"Baltimore-Columbia-Towson, MD",24-00902
12580,Metro,"Baltimore-Columbia-Towson, MD",24-00901
12580,Metro,"Baltimore-Columbia-Towson, MD",24-00805
12580,Metro,"Baltimore-Columbia-Towson, MD",24-00804
12580,Metro,"Baltimore-Columbia-Towson, MD",24-00803
12580,Metro,"Baltimore-Columbia-Towson, MD",24-00802
12580,Metro,"Baltimore-Columbia-Towson, MD",24-00801
37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",24-00700
12580,Metro,"Baltimore-Columbia-Towson, MD",24-00602
12580,Metro,"Baltimore-Columbia-Towson, MD",24-00601
12580,Metro,"Baltimore-Columbia-Towson, MD",24-00507
12580,Metro,"Baltimore-Columbia-Towson, MD",24-00506
12580,Metro,"Baltimore-Columbia-Towson, MD",24-00505
12580,Metro,"Baltimore-Columbia-Towson, MD",24-00504
12580,Metro,"Baltimore-Columbia-Towson, MD",24-00503
12580,Metro,"Baltimore-Columbia-Towson, MD",24-00502
12580,Metro,"Baltimore-Columbia-Towson, MD",24-00501
12580,Metro,"Baltimore-Columbia-Towson, MD",24-00400
47900,Metro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24-00302
47900,Metro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24-00301
29700,Metro,"Laredo, TX",48-06302
18580,Metro,"Corpus Christi, TX",48-06603
47900,Metro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24-01102
36260,Metro,"Ogden-Clearfield, UT",49-11003
41620,Metro,"Salt Lake City, UT",49-35008
41620,Metro,"Salt Lake City, UT",49-35009
41620,Metro,"Salt Lake City, UT",49-35011
41620,Metro,"Salt Lake City, UT",49-35012
41620,Metro,"Salt Lake City, UT",49-35013
48620,Metro,"Wichita, KS",20-01501
48620,Metro,"Wichita, KS",20-01401
48620,Metro,"Wichita, KS",20-01301
48620,Metro,"Wichita, KS",20-01201
41620,Metro,"Salt Lake City, UT",49-35014
41620,Metro,"Salt Lake City, UT",49-35015
41620,Metro,"Salt Lake City, UT",49-35016
41620,Metro,"Salt Lake City, UT",49-35017
39340,Metro,"Provo-Orem, UT",49-49001
39340,Metro,"Provo-Orem, UT",49-49002
28140,Metro,"Kansas City, MO-KS",20-00900
28140,Metro,"Kansas City, MO-KS",20-00804
28140,Metro,"Kansas City, MO-KS",20-00803
28140,Metro,"Kansas City, MO-KS",20-00802
28140,Metro,"Kansas City, MO-KS",20-00801
29940,Metro,"Lawrence, KS",20-00700
39340,Metro,"Provo-Orem, UT",49-49003
39340,Metro,"Provo-Orem, UT",49-49004
45820,Metro,"Topeka, KS",20-00501
28140,Metro,"Kansas City, MO-KS",20-00400
31740,Metro,"Manhattan, KS",20-00300
41100,Metro,"St. George, UT",49-53000
36260,Metro,"Ogden-Clearfield, UT",49-57001
36260,Metro,"Ogden-Clearfield, UT",49-57002
36260,Metro,"Ogden-Clearfield, UT",49-11004
36260,Metro,"Ogden-Clearfield, UT",49-11002
18580,Metro,"Corpus Christi, TX",48-06604
14540,Metro,"Bowling Green, KY",21-00500
33740,Metro,"Monroe, LA",22-00400
15180,Metro,"Brownsville-Harlingen, TX",48-06701
15180,Metro,"Brownsville-Harlingen, TX",48-06702
15180,Metro,"Brownsville-Harlingen, TX",48-06703
32580,Metro,"McAllen-Edinburg-Mission, TX",48-06801
43340,Metro,"Shreveport-Bossier City, LA",22-00102
43340,Metro,"Shreveport-Bossier City, LA",22-00101
32580,Metro,"McAllen-Edinburg-Mission, TX",48-06802
32580,Metro,"McAllen-Edinburg-Mission, TX",48-06803
32580,Metro,"McAllen-Edinburg-Mission, TX",48-06804
17140,Metro,"Cincinnati, OH-KY-IN",21-02500
17140,Metro,"Cincinnati, OH-KY-IN",21-02400
32580,Metro,"McAllen-Edinburg-Mission, TX",48-06805
30460,Metro,"Lexington-Fayette, KY",21-01903
30460,Metro,"Lexington-Fayette, KY",21-01902
30460,Metro,"Lexington-Fayette, KY",21-01901
31140,Metro,"Louisville/Jefferson County, KY-IN",21-01706
31140,Metro,"Louisville/Jefferson County, KY-IN",21-01705
31140,Metro,"Louisville/Jefferson County, KY-IN",21-01704
31140,Metro,"Louisville/Jefferson County, KY-IN",21-01703
31140,Metro,"Louisville/Jefferson County, KY-IN",21-01702
31140,Metro,"Louisville/Jefferson County, KY-IN",21-01701
31140,Metro,"Louisville/Jefferson County, KY-IN",21-01600
36980,Metro,"Owensboro, KY",21-01500
32580,Metro,"McAllen-Edinburg-Mission, TX",48-06806
21060,Metro,"Elizabethtown-Fort Knox, KY",21-01300
32580,Metro,"McAllen-Edinburg-Mission, TX",48-06807
17780,Metro,"College Station-Bryan, TX",48-07401
17780,Metro,"College Station-Bryan, TX",48-07402
47900,Metro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24-01101
47900,Metro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24-01103
19820,Metro,"Detroit-Warren-Dearborn, MI",26-03211
35660,Metro,"Niles, MI",26-02400
28020,Metro,"Kalamazoo-Portage, MI",26-02101
29620,Metro,"Lansing-East Lansing, MI",26-01900
29620,Metro,"Lansing-East Lansing, MI",26-01802
29620,Metro,"Lansing-East Lansing, MI",26-01801
12420,Metro,"Austin-Round Rock-Georgetown, TX",48-05402
22420,Metro,"Flint, MI",26-01703
22420,Metro,"Flint, MI",26-01702
40980,Metro,"Saginaw, MI",26-01500
41700,Metro,"San Antonio-New Braunfels, TX",48-05700
24340,Metro,"Grand Rapids-Kentwood, MI",26-01004
24340,Metro,"Grand Rapids-Kentwood, MI",26-01003
24340,Metro,"Grand Rapids-Kentwood, MI",26-01002
24340,Metro,"Grand Rapids-Kentwood, MI",26-01001
26090,Micro,"Holland, MI",26-00900
24340,Metro,"Grand Rapids-Kentwood, MI",26-00802
24340,Metro,"Grand Rapids-Kentwood, MI",26-00801
34740,Metro,"Muskegon, MI",26-00700
41700,Metro,"San Antonio-New Braunfels, TX",48-05800
41700,Metro,"San Antonio-New Braunfels, TX",48-05901
41700,Metro,"San Antonio-New Braunfels, TX",48-05902
41700,Metro,"San Antonio-New Braunfels, TX",48-05903
41700,Metro,"San Antonio-New Braunfels, TX",48-05904
41700,Metro,"San Antonio-New Braunfels, TX",48-05905
41700,Metro,"San Antonio-New Braunfels, TX",48-05906
41700,Metro,"San Antonio-New Braunfels, TX",48-05907
41700,Metro,"San Antonio-New Braunfels, TX",48-05908
41700,Metro,"San Antonio-New Braunfels, TX",48-05909
12700,Metro,"Barnstable Town, MA",25-01201
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-01104
28020,Metro,"Kalamazoo-Portage, MI",26-02102
12420,Metro,"Austin-Round Rock-Georgetown, TX",48-05401
14460,Metro,"Boston-Cambridge-Newton, MA-NH",25-01102
27100,Metro,"Jackson, MI",26-02600
19820,Metro,"Detroit-Warren-Dearborn, MI",26-03210
19820,Metro,"Detroit-Warren-Dearborn, MI",26-03209
19820,Metro,"Detroit-Warren-Dearborn, MI",26-03208
19820,Metro,"Detroit-Warren-Dearborn, MI",26-03207
19820,Metro,"Detroit-Warren-Dearborn, MI",26-03206
19820,Metro,"Detroit-Warren-Dearborn, MI",26-03205
19820,Metro,"Detroit-Warren-Dearborn, MI",26-03204
19820,Metro,"Detroit-Warren-Dearborn, MI",26-03203
19820,Metro,"Detroit-Warren-Dearborn, MI",26-03202
19820,Metro,"Detroit-Warren-Dearborn, MI",26-03201
19820,Metro,"Detroit-Warren-Dearborn, MI",26-03100
19820,Metro,"Detroit-Warren-Dearborn, MI",26-03006
19820,Metro,"Detroit-Warren-Dearborn, MI",26-03005
19820,Metro,"Detroit-Warren-Dearborn, MI",26-03004
19820,Metro,"Detroit-Warren-Dearborn, MI",26-03003
19820,Metro,"Detroit-Warren-Dearborn, MI",26-03002
19820,Metro,"Detroit-Warren-Dearborn, MI",26-03001
19820,Metro,"Detroit-Warren-Dearborn, MI",26-02908
19820,Metro,"Detroit-Warren-Dearborn, MI",26-02907
19820,Metro,"Detroit-Warren-Dearborn, MI",26-02906
19820,Metro,"Detroit-Warren-Dearborn, MI",26-02905
19820,Metro,"Detroit-Warren-Dearborn, MI",26-02904
19820,Metro,"Detroit-Warren-Dearborn, MI",26-02903
19820,Metro,"Detroit-Warren-Dearborn, MI",26-02902
19820,Metro,"Detroit-Warren-Dearborn, MI",26-02901
19820,Metro,"Detroit-Warren-Dearborn, MI",26-02800
